filename,extension,localisation_in_sciex_os_project,rack,plate_position,comment,sample_id,latitude,x_coord,y_coord,date_updated,user_created,id,date_created,longitude,collector_fullname,observation_subject,inat_upload,is_wild,taxon_name,no_name_on_list,picture_panel,picture_general,picture_detail,picture_cut,picture_panel_label,collector_orcid,collector_inat,qfield_project,name_proposition,ipen,raw_date,geometry_type,geometry_coordinates,file_type,injection,container_id,ionization_mode,normalized_date,date_parse_status,filename_date_token
20261703_Mazz_Sample_drog_000054_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000054_01,2,D6,plate 2,drog_000054,,,,2026-07-21T12:11:38.234Z,053e0368-4ed8-4569-a070-81a22ad13957,74333,2026-01-29T15:12:37.978Z,,Emmanuel Defossez,Leaf,false,true,,true,DCIM/droguier_jbn/Arctostaphylos uva-ursi_drog_000054_01.jpg,DCIM/droguier_jbn/Arctostaphylos uva-ursi_drog_000054_02.jpg,DCIM/droguier_jbn/Arctostaphylos uva-ursi_drog_000054_03.jpg,DCIM/droguier_jbn/Arctostaphylos uva-ursi_drog_000054_04.jpg,DCIM/droguier_jbn/Arctostaphylos uva-ursi_drog_000054_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,Arctostaphylos uva-ursi,,20260123091957,,,sample,1,drog_000054_01,positive,2026-01-23T09:19:57+00:00,valid,20261703
20261703_Mazz_Sample_drog_000007_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000007_01,2,D7,plate 2,drog_000007,6.934537,6.934537,47.00012,2026-07-21T12:11:40.617Z,053e0368-4ed8-4569-a070-81a22ad13957,74483,2026-01-29T15:12:44.506Z,47.00012,Emmanuel Defossez,Leaf,true,false,Salvia_officinalis_L,false,DCIM/droguier_jbn/Salvia_officinalis_L_drog_000007_01.jpg,DCIM/droguier_jbn/Salvia_officinalis_L_drog_000007_02.jpg,DCIM/droguier_jbn/Salvia_officinalis_L_drog_000007_03.jpg,DCIM/droguier_jbn/Salvia_officinalis_L_drog_000007_04.jpg,DCIM/droguier_jbn/Salvia_officinalis_L_drog_000007_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260112160354,Point,"[6.934536754238797,47.00011691336495]",sample,1,drog_000007_01,positive,2026-01-12T16:03:54+00:00,valid,20261703
20261703_Mazz_Sample_drog_000036_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000036_01,2,D8,plate 2,drog_000036,6.9343843,6.9343843,47.000084,2026-07-21T12:11:41.346Z,053e0368-4ed8-4569-a070-81a22ad13957,74512,2026-01-29T15:12:45.448Z,47.000084,Emmanuel Defossez,Fruit,true,true,Juniperus_communis_L,false,DCIM/droguier_jbn/Juniperus_communis_L_drog_000036_01.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000036_02.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000036_03.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000036_04.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000036_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260113115234,Point,"[6.934384509295905,47.000084404877065]",sample,1,drog_000036_01,positive,2026-01-13T11:52:34+00:00,valid,20261703
20261703_Mazz_Sample_drog_000114_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000114_01,2,D9,plate 2,drog_000114,,,,2026-07-21T12:11:45.039Z,053e0368-4ed8-4569-a070-81a22ad13957,74700,2026-01-29T15:12:52.510Z,,Emmanuel Defossez,Flower,false,true,,true,DCIM/droguier_jbn/Arnica montana_drog_000114_01.jpg,DCIM/droguier_jbn/Arnica montana_drog_000114_02.jpg,DCIM/droguier_jbn/Arnica montana_drog_000114_03.jpg,DCIM/droguier_jbn/Arnica montana_drog_000114_04.jpg,DCIM/droguier_jbn/Arnica montana_drog_000114_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,Arnica montana,,20260121140102,,,sample,1,drog_000114_01,positive,2026-01-21T14:01:02+00:00,valid,20261703
20261703_Mazz_Sample_drog_000013_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000013_01,2,D10,plate 2,drog_000013,6.9344945,6.9344945,47.000053,2026-07-21T12:11:40.764Z,053e0368-4ed8-4569-a070-81a22ad13957,74489,2026-01-29T15:12:44.766Z,47.000053,Emmanuel Defossez,Leaf,true,false,Matricaria_chamomilla_L,false,DCIM/droguier_jbn/Matricaria_chamomilla_L_drog_000013_01.jpg,DCIM/droguier_jbn/Matricaria_chamomilla_L_drog_000013_02.jpg,DCIM/droguier_jbn/Matricaria_chamomilla_L_drog_000013_03.jpg,DCIM/droguier_jbn/Matricaria_chamomilla_L_drog_000013_04.jpg,DCIM/droguier_jbn/Matricaria_chamomilla_L_drog_000013_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260112163804,Point,"[6.934494394254939,47.00005522768051]",sample,1,drog_000013_01,positive,2026-01-12T16:38:04+00:00,valid,20261703
20261703_Mazz_Sample_drog_000029_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000029_01,2,D11,plate 2,drog_000029,6.9343843,6.9343843,47.000084,2026-07-21T12:11:41.167Z,053e0368-4ed8-4569-a070-81a22ad13957,74505,2026-01-29T15:12:45.262Z,47.000084,Emmanuel Defossez,Fruit,true,false,Laurus_nobilis_L,false,DCIM/droguier_jbn/Laurus_nobilis_L_drog_000029_01.jpg,DCIM/droguier_jbn/Laurus_nobilis_L_drog_000029_02.jpg,DCIM/droguier_jbn/Laurus_nobilis_L_drog_000029_03.jpg,DCIM/droguier_jbn/Laurus_nobilis_L_drog_000029_04.jpg,DCIM/droguier_jbn/Laurus_nobilis_L_drog_000029_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260113112959,Point,"[6.934384509295905,47.000084404877065]",sample,1,drog_000029_01,positive,2026-01-13T11:29:59+00:00,valid,20261703
20261703_Mazz_Sample_drog_000210_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000210_01,2,D12,plate 2,drog_000210,,,,2026-07-21T12:50:39.374Z,053e0368-4ed8-4569-a070-81a22ad13957,74677,2026-01-29T15:12:51.273Z,,Emmanuel Defossez,Root,false,true,Potentilla_erecta_L_Raeusch_,false,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000210_01.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000210_02.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000210_03.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000210_04.jpg,DCIM/droguier_jbn/Potentilla_erecta_L_Raeusch__drog_000210_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260121130747,,,sample,1,drog_000210_01,positive,2026-01-21T13:07:47+00:00,valid,20261703
20261703_Mazz_Sample_drog_000557_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000557_01,2,E1,plate 2,drog_000557,,,,2026-07-21T12:11:38.736Z,053e0368-4ed8-4569-a070-81a22ad13957,74362,2026-01-29T15:12:39.348Z,,Emmanuel Defossez,Leaf,false,true,,true,DCIM/droguier_jbn/Mentha x piperita_drog_000557_01.jpg,DCIM/droguier_jbn/Mentha x piperita_drog_000052_02.jpg,DCIM/droguier_jbn/Mentha x piperita_drog_000557_03.jpg,DCIM/droguier_jbn/Mentha x piperita_drog_000557_04.jpg,DCIM/droguier_jbn/Mentha x piperita_drog_000557_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,Mentha x piperita,,20260123112717,,,sample,1,drog_000557_01,positive,2026-01-23T11:27:17+00:00,valid,20261703
20261703_Mazz_Sample_drog_000182_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000182_01,2,E2,plate 2,drog_000182,,,,2026-07-21T12:11:45.123Z,053e0368-4ed8-4569-a070-81a22ad13957,74704,2026-01-29T15:12:53.029Z,,Emmanuel Defossez,Root,false,true,,true,DCIM/droguier_jbn/Arnica montana_drog_000182_01.jpg,DCIM/droguier_jbn/Arnica montana_drog_000182_02.jpg,DCIM/droguier_jbn/Arnica montana_drog_000182_03.jpg,DCIM/droguier_jbn/Arnica montana_drog_000182_04.jpg,DCIM/droguier_jbn/Arnica montana_drog_000182_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,Arnica montana,,20260121140906,,,sample,1,drog_000182_01,positive,2026-01-21T14:09:06+00:00,valid,20261703
20261703_Mazz_Sample_drog_000168_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000168_01,2,E3,plate 2,drog_000168,,,,2026-07-21T12:50:39.973Z,053e0368-4ed8-4569-a070-81a22ad13957,74721,2026-01-29T15:12:54.463Z,,Emmanuel Defossez,Flower,false,true,Achillea_millefolium_L,false,DCIM/droguier_jbn/Achillea_millefolium_L_drog_000168_01.jpg,DCIM/droguier_jbn/Achillea_millefolium_L_drog_000168_02.jpg,DCIM/droguier_jbn/Achillea_millefolium_L_drog_000168_03.jpg,DCIM/droguier_jbn/Achillea_millefolium_L_drog_000168_04.jpg,DCIM/droguier_jbn/Achillea_millefolium_L_drog_000168_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260121144937,,,sample,1,drog_000168_01,positive,2026-01-21T14:49:37+00:00,valid,20261703
20261703_Mazz_Sample_drog_000019_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000019_01,2,E4,plate 2,drog_000019,6.9345393,6.9345393,47.000126,2026-07-21T12:11:40.925Z,053e0368-4ed8-4569-a070-81a22ad13957,74495,2026-01-29T15:12:45.000Z,47.000126,Emmanuel Defossez,Flower,true,false,Artemisia_absinthium_L,false,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000019_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000019_02.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000019_03.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000019_04.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000019_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260113105951,Point,"[6.934539556392783,47.000124109147066]",sample,1,drog_000019_01,positive,2026-01-13T10:59:51+00:00,valid,20261703
20261703_Mazz_Sample_drog_000313_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000313_01,2,E5,plate 2,drog_000313,,,,2026-07-21T12:11:45.299Z,053e0368-4ed8-4569-a070-81a22ad13957,74766,2026-01-29T15:12:56.148Z,,Emmanuel Defossez,Root,true,true,,true,DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000313_01.jpg,DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000373_02.jpg,DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000313_03.jpg,DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000313_04.jpg,DCIM/droguier_jbn/Glycyrrhiza glabra_drog_000313_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,Glycyrrhiza glabra,,20260126143905,,,sample,1,drog_000313_01,positive,2026-01-26T14:39:05+00:00,valid,20261703
20261703_Mazz_Sample_drog_000025_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000025_01,2,E6,plate 2,drog_000025,6.9346323,6.9346323,47.000072,2026-07-21T12:11:41.070Z,053e0368-4ed8-4569-a070-81a22ad13957,74501,2026-01-29T15:12:45.154Z,47.000072,Emmanuel Defossez,Flower,true,false,,true,DCIM/droguier_jbn/Malva sylvestris L._drog_000025_01.jpg,DCIM/droguier_jbn/Malva sylvestris L._drog_000025_02.jpg,DCIM/droguier_jbn/Malva sylvestris L._drog_000025_03.jpg,DCIM/droguier_jbn/Malva sylvestris L._drog_000025_04.jpg,DCIM/droguier_jbn/Malva sylvestris L._drog_000025_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,Malva sylvestris L.,,20260113111818,Point,"[6.934632198194717,47.00007179895491]",sample,1,drog_000025_01,positive,2026-01-13T11:18:18+00:00,valid,20261703
20261703_Mazz_Sample_drog_000038_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000038_01,2,E7,plate 2,drog_000038,6.9343843,6.9343843,47.000084,2026-07-21T12:11:41.398Z,053e0368-4ed8-4569-a070-81a22ad13957,74514,2026-01-29T15:12:45.510Z,47.000084,Emmanuel Defossez,Leaf,true,false,Thymus_vulgaris_L,false,DCIM/droguier_jbn/Thymus_vulgaris_L_drog_000038_01.jpg,DCIM/droguier_jbn/Thymus_vulgaris_L_drog_000038_02.jpg,DCIM/droguier_jbn/Thymus_vulgaris_L_drog_000038_03.jpg,DCIM/droguier_jbn/Thymus_vulgaris_L_drog_000038_04.jpg,DCIM/droguier_jbn/Thymus_vulgaris_L_drog_000038_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260113115722,Point,"[6.934384509295905,47.000084404877065]",sample,1,drog_000038_01,positive,2026-01-13T11:57:22+00:00,valid,20261703
20261703_Mazz_Sample_drog_000039_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000039_01,2,E8,plate 2,drog_000039,6.9343843,6.9343843,47.000084,2026-07-21T12:11:41.423Z,053e0368-4ed8-4569-a070-81a22ad13957,74515,2026-01-29T15:12:45.553Z,47.000084,Emmanuel Defossez,Seed,true,false,Carum_carvi_L,false,DCIM/droguier_jbn/Carum_carvi_L_drog_000039_01.jpg,DCIM/droguier_jbn/Carum_carvi_L_drog_000039_02.jpg,DCIM/droguier_jbn/Carum_carvi_L_drog_000039_03.jpg,DCIM/droguier_jbn/Carum_carvi_L_drog_000039_04.jpg,DCIM/droguier_jbn/Carum_carvi_L_drog_000039_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260113120004,Point,"[6.934384509295905,47.000084404877065]",sample,1,drog_000039_01,positive,2026-01-13T12:00:04+00:00,valid,20261703
20261703_Mazz_Sample_drog_000539_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000539_01,2,E9,plate 2,drog_000539,,,,2026-07-21T12:11:39.109Z,053e0368-4ed8-4569-a070-81a22ad13957,74385,2026-01-29T15:12:40.701Z,,Emmanuel Defossez,Leaf,true,false,,true,DCIM/droguier_jbn/Senna alexandrina_drog_000539_01.jpg,DCIM/droguier_jbn/Humulus_lupulus_L_drog_000552_02.jpg,DCIM/droguier_jbn/Senna alexandrina_drog_000539_03.jpg,DCIM/droguier_jbn/Senna alexandrina_drog_000539_04.jpg,DCIM/droguier_jbn/Senna alexandrina_drog_000539_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,Senna alexandrina,,20260126093345,,,sample,1,drog_000539_01,positive,2026-01-26T09:33:45+00:00,valid,20261703
20261703_Mazz_Sample_drog_000284_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000284_01,2,E10,plate 2,drog_000284,,,,2026-07-21T12:50:40.051Z,053e0368-4ed8-4569-a070-81a22ad13957,74724,2026-01-29T15:12:54.579Z,,Emmanuel Defossez,Flower,false,true,Achillea_millefolium_L,false,DCIM/droguier_jbn/Achillea_millefolium_L_drog_000284_01.jpg,DCIM/droguier_jbn/Achillea_millefolium_L_drog_000284_02.jpg,DCIM/droguier_jbn/Achillea_millefolium_L_drog_000284_03.jpg,DCIM/droguier_jbn/Achillea_millefolium_L_drog_000284_04.jpg,DCIM/droguier_jbn/Achillea_millefolium_L_drog_000284_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260121145343,,,sample,1,drog_000284_01,positive,2026-01-21T14:53:43+00:00,valid,20261703
20261703_Mazz_Sample_drog_000222_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000222_01,2,E11,plate 2,drog_000222,,,,2026-07-21T12:50:39.581Z,053e0368-4ed8-4569-a070-81a22ad13957,74686,2026-01-29T15:12:51.573Z,,Emmanuel Defossez,Leaf,false,true,Plantago_lanceolata_L,false,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000222_01.jpg,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000222_02.jpg,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000222_03.jpg,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000222_04.jpg,DCIM/droguier_jbn/Plantago_lanceolata_L_drog_000222_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260121132714,,,sample,1,drog_000222_01,positive,2026-01-21T13:27:14+00:00,valid,20261703
20261703_Mazz_Sample_drog_000310_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000310_01,2,E12,plate 2,drog_000310,,,,2026-07-21T12:50:41.419Z,053e0368-4ed8-4569-a070-81a22ad13957,74830,2026-01-29T15:12:58.810Z,,Emmanuel Defossez,Leaf,true,true,Artemisia_absinthium_L,false,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000310_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000310_03.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000310_04.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000310_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260127084611,,,sample,1,drog_000310_01,positive,2026-01-27T08:46:11+00:00,valid,20261703
20261703_Mazz_Sample_drog_000547_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000547_01,2,F1,plate 2,drog_000547,,,,2026-07-21T12:50:38.152Z,053e0368-4ed8-4569-a070-81a22ad13957,74418,2026-01-29T15:12:42.198Z,,Emmanuel Defossez,Leaf,true,false,Thymus_vulgaris_L,false,DCIM/droguier_jbn/Thymus_vulgaris_L_drog_000547_01.jpg,DCIM/droguier_jbn/Thymus_vulgaris_L_drog_000327_02.jpg,DCIM/droguier_jbn/Thymus_vulgaris_L_drog_000547_03.jpg,DCIM/droguier_jbn/Thymus_vulgaris_L_drog_000547_04.jpg,DCIM/droguier_jbn/Thymus_vulgaris_L_drog_000547_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260126111453,,,sample,1,drog_000547_01,positive,2026-01-26T11:14:53+00:00,valid,20261703
20261703_Mazz_Sample_drog_000037_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000037_01,2,F2,plate 2,drog_000037,6.9343843,6.9343843,47.000084,2026-07-21T12:11:41.371Z,053e0368-4ed8-4569-a070-81a22ad13957,74513,2026-01-29T15:12:45.473Z,47.000084,Emmanuel Defossez,Leaf,true,false,,true,DCIM/droguier_jbn/Mentha x piperita L._drog_000037_01.jpg,DCIM/droguier_jbn/Mentha x piperita L._drog_000037_02.jpg,DCIM/droguier_jbn/Mentha x piperita L._drog_000037_03.jpg,DCIM/droguier_jbn/Mentha x piperita L._drog_000037_04.jpg,DCIM/droguier_jbn/Mentha x piperita L._drog_000037_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,Mentha x piperita L.,,20260113115443,Point,"[6.934384509295905,47.000084404877065]",sample,1,drog_000037_01,positive,2026-01-13T11:54:43+00:00,valid,20261703
20261703_Mazz_Sample_drog_000358_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000358_01,2,F3,plate 2,drog_000358,,,,2026-07-21T12:50:40.962Z,053e0368-4ed8-4569-a070-81a22ad13957,74798,2026-01-29T15:12:57.373Z,,Emmanuel Defossez,Leaf,true,true,Menyanthes_trifoliata_L,false,DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000358_01.jpg,DCIM/droguier_jbn/Vaccinium myrtillus_drog_000485_02.jpg,DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000358_03.jpg,DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000358_04.jpg,DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000358_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260126154357,,,sample,1,drog_000358_01,positive,2026-01-26T15:43:57+00:00,valid,20261703
20261703_Mazz_Sample_drog_000023_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000023_01,2,F4,plate 2,drog_000023,6.9345274,6.9345274,47.000164,2026-07-21T12:11:41.021Z,053e0368-4ed8-4569-a070-81a22ad13957,74499,2026-01-29T15:12:45.102Z,47.000164,Emmanuel Defossez,Fruit,true,true,Sambucus_nigra_L,false,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000023_01.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000023_02.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000023_03.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000023_04.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000023_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260113111130,Point,"[6.934527378937733,47.00016313090729]",sample,1,drog_000023_01,positive,2026-01-13T11:11:30+00:00,valid,20261703
20261703_Mazz_Sample_drog_000030_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000030_01,2,F5,plate 2,drog_000030,6.9343843,6.9343843,47.000084,2026-07-21T12:11:41.195Z,053e0368-4ed8-4569-a070-81a22ad13957,74506,2026-01-29T15:12:45.287Z,47.000084,Emmanuel Defossez,Root,true,true,Angelica_archangelica_L,false,DCIM/droguier_jbn/Angelica_archangelica_L_drog_000030_01.jpg,DCIM/droguier_jbn/Angelica_archangelica_L_drog_000030_02.jpg,DCIM/droguier_jbn/Angelica_archangelica_L_drog_000030_03.jpg,DCIM/droguier_jbn/Angelica_archangelica_L_drog_000030_04.jpg,DCIM/droguier_jbn/Angelica_archangelica_L_drog_000030_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260113113208,Point,"[6.934384509295905,47.000084404877065]",sample,1,drog_000030_01,positive,2026-01-13T11:32:08+00:00,valid,20261703
20261703_Mazz_Sample_drog_000040_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000040_01,2,F6,plate 2,drog_000040,6.9343843,6.9343843,47.000084,2026-07-21T12:11:41.447Z,053e0368-4ed8-4569-a070-81a22ad13957,74516,2026-01-29T15:12:45.596Z,47.000084,Emmanuel Defossez,Seed,true,false,Foeniculum_vulgare_MilL,false,DCIM/droguier_jbn/Foeniculum_vulgare_MilL_drog_000040_01.jpg,DCIM/droguier_jbn/Foeniculum_vulgare_MilL_drog_000040_02.jpg,DCIM/droguier_jbn/Foeniculum_vulgare_MilL_drog_000040_03.jpg,DCIM/droguier_jbn/Foeniculum_vulgare_MilL_drog_000040_04.jpg,DCIM/droguier_jbn/Foeniculum_vulgare_MilL_drog_000040_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260113120224,Point,"[6.934384509295905,47.000084404877065]",sample,1,drog_000040_01,positive,2026-01-13T12:02:24+00:00,valid,20261703
20261703_Mazz_Sample_drog_000206_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000206_01,2,F7,plate 2,drog_000206,6.905559,6.905559,46.983723,2026-07-21T12:11:42.967Z,053e0368-4ed8-4569-a070-81a22ad13957,74578,2026-01-29T15:12:47.952Z,46.983723,Emmanuel Defossez,Whole organism,true,true,Viola_tricolor_L,false,DCIM/droguier_jbn/Viola_tricolor_L_drog_000206_01.jpg,DCIM/droguier_jbn/Viola_tricolor_L_drog_000206_02.jpg,DCIM/droguier_jbn/Viola_tricolor_L_drog_000206_03.jpg,DCIM/droguier_jbn/Viola_tricolor_L_drog_000206_04.jpg,DCIM/droguier_jbn/Viola_tricolor_L_drog_000206_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260114160533,Point,"[6.905559261015213,46.98372423544964]",sample,1,drog_000206_01,positive,2026-01-14T16:05:33+00:00,valid,20261703
20261703_Mazz_Sample_drog_000097_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000097_01,2,F8,plate 2,drog_000097,6.9343843,6.9343843,47.000084,2026-07-21T12:11:42.588Z,053e0368-4ed8-4569-a070-81a22ad13957,74562,2026-01-29T15:12:47.356Z,47.000084,Emmanuel Defossez,Root,true,true,Anchusa_officinalis_L,false,DCIM/droguier_jbn/Anchusa_officinalis_L_drog_000097_01.jpg,DCIM/droguier_jbn/Anchusa_officinalis_L_drog_000097_02.jpg,DCIM/droguier_jbn/Anchusa_officinalis_L_drog_000097_03.jpg,DCIM/droguier_jbn/Anchusa_officinalis_L_drog_000097_04.jpg,DCIM/droguier_jbn/Anchusa_officinalis_L_drog_000097_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260114145953,Point,"[6.934384509295905,47.000084404877065]",sample,1,drog_000097_01,positive,2026-01-14T14:59:53+00:00,valid,20261703
20261703_Mazz_Sample_drog_000410_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000410_01,2,F9,plate 2,drog_000410,,,,2026-07-21T12:50:38.779Z,053e0368-4ed8-4569-a070-81a22ad13957,74475,2026-01-29T15:12:44.164Z,,Emmanuel Defossez,Fruit,true,true,Juniperus_communis_L,false,DCIM/droguier_jbn/Juniperus_communis_L_drog_000410_01.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000418_02.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000410_03.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000410_04.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000410_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260126140834,,,sample,1,drog_000410_01,positive,2026-01-26T14:08:34+00:00,valid,20261703
20261703_Mazz_Sample_drog_000575_02,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000575_02,2,F10,plate 2,drog_000575,,,,2026-07-21T12:11:39.997Z,053e0368-4ed8-4569-a070-81a22ad13957,74441,2026-01-29T15:12:42.999Z,,Emmanuel Defossez,Flower,true,false,,true,DCIM/droguier_jbn/Centaurium erythraea_drog_000575_01.jpg,DCIM/droguier_jbn/Centaurium erythraea_drog_000345_02.jpg,DCIM/droguier_jbn/Centaurium erythraea_drog_000575_03.jpg,DCIM/droguier_jbn/Centaurium erythraea_drog_000575_04.jpg,DCIM/droguier_jbn/Centaurium erythraea_drog_000575_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,Centaurium erythraea,,20260126115409,,,sample,2,drog_000575_01,positive,2026-01-26T11:54:09+00:00,valid,20261703
