original_sample_id	ms_container_id	extraction_container_id	original_sample_container_id	qfield_project	profile_mode	field_collector_fullname	field_taxon_name	field_latitude	field_longitude	field_comment_eco	field_weather	field_sample_name	field_geometry_coordinates	field_date	extraction_dried_weight	extraction_solvent_volume	extraction_dried_weight_unit_symbol	extraction_solvent_volume_unit_symbol	extraction_method_method_name	aliquot_aliquot_volume	aliquot_volume_unit_symbol	ms_filename	ms_injection_volume	ms_injection_volume_unit_symbol	ms_injection_method_method_name	ms_instrument_instrument_id	ms_instrument_model_instrument_model	ms_instrument_location_room_name	watcher_exact_filename_match
absi_000375		absi_000375_01	absi_000375	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933319	47.00012				[6.933319065953489, 47.00011822255795]	20240808141241	21	1	mg	ml	MeOH/H2O										
absi_000389		absi_000389_01	absi_000389	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933319	47.00012				[6.933318957862071, 47.00011842853223]	20240808141412	20.2	1	mg	ml	MeOH/H2O										
absi_000420		absi_000420_01	absi_000420	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933318	47.00012				[6.933318247625214, 47.00011848660836]	20240808141617	20	1	mg	ml	MeOH/H2O										
absi_000344		absi_000344_01	absi_000344	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333243	47.000122				[6.933324462061167, 47.00012024551338]	20240808141945	19.5	1	mg	ml	MeOH/H2O										
absi_000455		absi_000455_01	absi_000455	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933325	47.000122				[6.933324763133904, 47.00012031946245]	20240808142307	20.4	1	mg	ml	MeOH/H2O										
absi_000342		absi_000342_01	absi_000342	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333253	47.000122				[6.933325257188006, 47.00012067333488]	20240808142358	18.4	1	mg	ml	MeOH/H2O										
absi_000379		absi_000379_01	absi_000379	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933325	47.000122				[6.933324739932456, 47.000121011334365]	20240808142600	20.5	1	mg	ml	MeOH/H2O										
absi_000357		absi_000357_01	absi_000357	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333143	47.000126				[6.933314402736625, 47.00012451793872]	20240808143029	20.2	1	mg	ml	MeOH/H2O										
absi_000456		absi_000456_01	absi_000456	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333143	47.000126				[6.933314153920559, 47.00012459822429]	20240808143436	19.8	1	mg	ml	MeOH/H2O										
absi_000340		absi_000340_01	absi_000340	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933315	47.000126				[6.933314864157522, 47.00012454014821]	20240808143640	20.1	1	mg	ml	MeOH/H2O										
absi_000345		absi_000345_01	absi_000345	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933315	47.000126				[6.933314864157522, 47.00012454014821]	20240808143846	19.8	1	mg	ml	MeOH/H2O										
absi_000351		absi_000351_01	absi_000351	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933308	47.00014				[6.93330796158788, 47.00014028401568]	20240808144318	21.2		mg												
absi_000351		absi_000351_02	absi_000351	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933308	47.00014				[6.93330796158788, 47.00014028401568]	20240808144318	21.1	1	mg	ml	MeOH/H2O										
absi_000378		absi_000378_01	absi_000378	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333076	47.00014				[6.933307467533716, 47.00013993014319]	20240808144605	19.7	1	mg	ml	MeOH/H2O										
absi_000317		absi_000317_01	absi_000317	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933306	47.00014				[6.933306433022022, 47.00014060614206]	20240808144829	19.9	1	mg	ml	MeOH/H2O										
absi_000312		absi_000312_01	absi_000312	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933306	47.00014				[6.933306108747469, 47.00014122406488]	20240808145038	19.6	1	mg	ml	MeOH/H2O										
absi_000445		absi_000445_01	absi_000445	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333076	47.000134				[6.933307521854076, 47.00013529301384]	20240808145557	19.4	1	mg	ml	MeOH/H2O										
absi_000341		absi_000341_01	absi_000341	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333076	47.000134				[6.933307521854076, 47.00013529301384]	20240808145851	19.2	1	mg	ml	MeOH/H2O										
absi_000365		absi_000365_01	absi_000365	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933308	47.000137				[6.933308015908188, 47.00013564688632]	20240808150048	18.6	1	mg	ml	MeOH/H2O										
absi_000322		absi_000322_01	absi_000322	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933306	47.000137				[6.933306379250958, 47.00013617498695]	20240808150250	19.4	1	mg	ml	MeOH/H2O										
absi_000434		absi_000434_01	absi_000434	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333286	47.000122				[6.933328469867076, 47.0001209029252]	20240808150729	19.9	1	mg	ml	MeOH/H2O										
absi_000447		absi_000447_01	absi_000447	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933329	47.000122				[6.933329085262009, 47.0001205007967]	20240808151329	21.3	1	mg	ml	MeOH/H2O										
absi_000343		absi_000343_01	absi_000343	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933328	47.000122				[6.933328226469458, 47.00012098146244]	20240808151520	19.7	1	mg	ml	MeOH/H2O										
absi_000424		absi_000424_01	absi_000424	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333286	47.000122				[6.933328713264711, 47.00012082438796]	20240808151718	21.2	1	mg	ml	MeOH/H2O										
absi_000442		absi_000442_01	absi_000442	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933322	47.000126				[6.933322109215989, 47.00012570336191]	20240808152237	19.4	1	mg	ml	MeOH/H2O										
absi_000451		absi_000451_01	absi_000451	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933322	47.000126				[6.933321904164765, 47.000125875431465]	20240808152605	20	1	mg	ml	MeOH/H2O										
absi_000427		absi_000427_01	absi_000427	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933322	47.000126				[6.933322147562437, 47.00012579689418]	20240808153047	20.2	1	mg	ml	MeOH/H2O										
absi_000353		absi_000353_01	absi_000353	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933322	47.000126				[6.933322147562437, 47.00012579689418]	20240808153146	20.5	1	mg	ml	MeOH/H2O										
absi_000595		absi_000595_01	absi_000595	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933319	47.00013				[6.933319060328767, 47.00013017515293]	20240808153659	20	1	mg	ml	MeOH/H2O										
absi_000321		absi_000321_01	absi_000321	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333186	47.00013				[6.93331881693108, 47.00013025369019]	20240808154025	19.9	1	mg	ml	MeOH/H2O										
absi_000435		absi_000435_01	absi_000435	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933319	47.00013				[6.933319110826842, 47.0001304641967]	20240808154227	21	1	mg	ml	MeOH/H2O										
absi_000599		absi_000599_01	absi_000599	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333186	47.00013				[6.933318752631217, 47.000130376217214]	20240808154446	20.2	1	mg	ml	MeOH/H2O										
absi_000535		absi_000535_01	absi_000535	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333158	47.000137				[6.933315716735144, 47.00013654655667]	20240808154930	18.7	1	mg	ml	MeOH/H2O										
absi_000506		absi_000506_01	absi_000506	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333158	47.000137				[6.933315716735144, 47.00013654655667]	20240808155200	19.4	1	mg	ml	MeOH/H2O										
absi_000537		absi_000537_01	absi_000537	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333153	47.000137				[6.933315409037538, 47.0001367476209]	20240808155356	20.6	1	mg	ml	MeOH/H2O										
absi_000494		absi_000494_01	absi_000494	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333153	47.000137				[6.933315358539492, 47.000136458577146]	20240808155614	19.2	1	mg	ml	MeOH/H2O										
absi_000518		absi_000518_01	absi_000518	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933313	47.00014				[6.933312850843722, 47.000141237129846]	20240808160037	19.2	1	mg	ml	MeOH/H2O										
absi_000635		absi_000635_01	absi_000635	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933313	47.00014				[6.933312850843722, 47.000141237129846]	20240808160337	20.1	1	mg	ml	MeOH/H2O										
absi_000592		absi_000592_01	absi_000592	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933313	47.00014				[6.933313094241455, 47.00014115859263]	20240808160506	19.3	1	mg	ml	MeOH/H2O										
absi_000589		absi_000589_01	absi_000589	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333124	47.00014				[6.933312299748334, 47.0001415167313]	20240808160726	18.6	1	mg	ml	MeOH/H2O										
absi_000538		absi_000538_01	absi_000538	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933377	47.000137				[6.933376960317548, 47.00013544136969]	20240809141652	18.8	1	mg	ml	MeOH/H2O										
absi_000528		absi_000528_01	absi_000528	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933377	47.000137				[6.933376960317548, 47.00013544136969]	20240809142121	19.3	1	mg	ml	MeOH/H2O										
absi_000501		absi_000501_01	absi_000501	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933377	47.000137				[6.933376946204774, 47.00013586222759]	20240809142322	19.3	1	mg	ml	MeOH/H2O										
absi_000496		absi_000496_01	absi_000496	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333773	47.000134				[6.933377209207492, 47.0001353610601]	20240809143111	18.4	1	mg	ml	MeOH/H2O										
absi_000493		absi_000493_01	absi_000493	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333744	47.00014				[6.933374212901557, 47.00014028277037]	20240809143614	19	1	mg	ml	MeOH/H2O										
absi_000511		absi_000511_01	absi_000511	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333744	47.00014				[6.933374212901557, 47.00014028277037]	20240809143844	18.2	1	mg	ml	MeOH/H2O										
absi_000476		absi_000476_01	absi_000476	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333744	47.00014				[6.933374212901557, 47.00014028277037]	20240809144045	18.4	1	mg	ml	MeOH/H2O										
absi_000477		absi_000477_01	absi_000477	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333744	47.00014				[6.933374212901557, 47.00014028277037]	20240809144258	21.5	1	mg	ml	MeOH/H2O										
absi_000318		absi_000318_01	absi_000318	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333587	47.000153				[6.933358877078317, 47.00015106684095]	20240809144710	18.2	1	mg	ml	MeOH/H2O										
absi_000318		absi_000318_02	absi_000318	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333587	47.000153				[6.933358877078317, 47.00015106684095]	20240809144710	18.4		mg												
absi_000327		absi_000327_01	absi_000327	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933359	47.000153				[6.9333591278337, 47.000150936190536]	20240809144934	20.7	1	mg	ml	MeOH/H2O										
absi_000286		absi_000286_01	absi_000286	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933359	47.000153				[6.9333591278337, 47.000150936190536]	20240809145203	20.2	1	mg	ml	MeOH/H2O										
absi_000300		absi_000300_01	absi_000300	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933359	47.000153				[6.9333591278337, 47.000150936190536]	20240809145353	21.2	1	mg	ml	MeOH/H2O										
absi_000355		absi_000355_01	absi_000355	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333553	47.000156				[6.93335534934431, 47.00015523158067]	20240809145609	20	1	mg	ml	MeOH/H2O										
absi_000309		absi_000309_01	absi_000309	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333553	47.000156				[6.93335534934431, 47.00015523158067]	20240809150037	21.3	1	mg	ml	MeOH/H2O										
absi_000348		absi_000348_01	absi_000348	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333553	47.000156				[6.93335534934431, 47.00015523158067]	20240809150434	21.1	1	mg	ml	MeOH/H2O										
absi_000391		absi_000391_01	absi_000391	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333553	47.000156				[6.933355116419102, 47.00015547956384]	20240809150640	19.1	1	mg	ml	MeOH/H2O										
absi_000291		absi_000291_01	absi_000291	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933361	47.000156				[6.933361213758962, 47.00015798488167]	20240809151200	22	1	mg	ml	MeOH/H2O										
absi_000413		absi_000413_01	absi_000413	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933361	47.000156				[6.933361213758962, 47.00015798488167]	20240809151528	19	1	mg	ml	MeOH/H2O										
absi_000285		absi_000285_01	absi_000285	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933361	47.000156				[6.933361213758962, 47.00015798488167]	20240809151625	21.1	1	mg	ml	MeOH/H2O										
absi_000416		absi_000416_01	absi_000416	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933361	47.000156				[6.933361213758962, 47.00015798488167]	20240809151830	20.3	1	mg	ml	MeOH/H2O										
absi_000367		absi_000367_01	absi_000367	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933391	47.00014				[6.933390876473638, 47.000139490840525]	20240809152334	18.7	1	mg	ml	MeOH/H2O										
absi_000301		absi_000301_01	absi_000301	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933391	47.00014				[6.933390876473638, 47.000139490840525]	20240809152738	21.1	1	mg	ml	MeOH/H2O										
absi_000305		absi_000305_01	absi_000305	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933391	47.00014				[6.933390876473638, 47.000139490840525]	20240809152944	19.5	1	mg	ml	MeOH/H2O										
absi_000306		absi_000306_01	absi_000306	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933391	47.00014				[6.933390876473638, 47.000139490840525]	20240809153251	21	1	mg	ml	MeOH/H2O										
absi_000417		absi_000417_01	absi_000417	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933394	47.000145				[6.933393841742672, 47.00014342229067]	20240809153622	19.9	1	mg	ml	MeOH/H2O										
absi_000325		absi_000325_01	absi_000325	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933394	47.000145				[6.933393841742672, 47.00014342229067]	20240809153938	19.9	1	mg	ml	MeOH/H2O										
absi_000334		absi_000334_01	absi_000334	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933394	47.000145				[6.933393841742672, 47.00014342229067]	20240809154116	18.5	1	mg	ml	MeOH/H2O										
absi_000414		absi_000414_01	absi_000414	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333935	47.000145				[6.933393385779537, 47.00014374106555]	20240809154559	19	1	mg	ml	MeOH/H2O										
absi_000303		absi_000303_01	absi_000303	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933379	47.000164				[6.933379049564507, 47.000162700856336]	20240809154855	20.3	1	mg	ml	MeOH/H2O										
absi_000319		absi_000319_01	absi_000319	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933379	47.000164				[6.933379049564507, 47.000162700856336]	20240809155227	18.4	1	mg	ml	MeOH/H2O										
absi_000302		absi_000302_01	absi_000302	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933379	47.000164				[6.933379049564507, 47.000162700856336]	20240809155316	20.9	1	mg	ml	MeOH/H2O										
absi_000296		absi_000296_01	absi_000296	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933379	47.000164				[6.933379049564507, 47.000162700856336]	20240809155508	20.1	1	mg	ml	MeOH/H2O										
absi_000418		absi_000418_01	absi_000418	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933378	47.00016				[6.933378061669289, 47.000160495634354]	20240809155848	19.1	1	mg	ml	MeOH/H2O										
absi_000412		absi_000412_01	absi_000412	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933378	47.00016				[6.933378061669289, 47.000160495634354]	20240809160056	20.6	1	mg	ml	MeOH/H2O										
absi_000333		absi_000333_01	absi_000333	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933378	47.00016				[6.933378061669289, 47.000160495634354]	20240809160255	20	1	mg	ml	MeOH/H2O										
absi_000411		absi_000411_01	absi_000411	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933378	47.00016				[6.933378061669289, 47.000160495634354]	20240809160458	19.7	1	mg	ml	MeOH/H2O										
absi_000298		absi_000298_01	absi_000298	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.93338	47.00016				[6.933380261682109, 47.0001584039324]	20240809160733	20.5	1	mg	ml	MeOH/H2O										
absi_000295		absi_000295_01	absi_000295	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.93338	47.00016				[6.933380261682109, 47.0001584039324]	20240809160932	20.3	1	mg	ml	MeOH/H2O										
absi_000419		absi_000419_01	absi_000419	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.93338	47.00016				[6.933380261682109, 47.0001584039324]	20240809161117	20.2	1	mg	ml	MeOH/H2O										
absi_000311		absi_000311_01	absi_000311	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.93338	47.00016				[6.933380261682109, 47.0001584039324]	20240809161339	19		mg												
absi_000311		absi_000311_02	absi_000311	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.93338	47.00016				[6.933380261682109, 47.0001584039324]	20240809161339	21	1	mg	ml	MeOH/H2O										
absi_000313		absi_000313_01	absi_000313	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333496	47.000126				[6.933349622404244, 47.00012703110591]	20240809132125	18.9	1	mg	ml	MeOH/H2O										
absi_000310		absi_000310_01	absi_000310	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333496	47.000126				[6.933349507606211, 47.00012686458919]	20240809132404	19.8	1	mg	ml	MeOH/H2O										
absi_000536		absi_000536_01	absi_000536	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933349	47.000126				[6.933349250407016, 47.000127354697234]	20240809132639	19.5	1	mg	ml	MeOH/H2O										
absi_000406		absi_000406_01	absi_000406	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.93335	47.000126				[6.933349916300092, 47.00012724161233]	20240809132901	21.1	1	mg	ml	MeOH/H2O										
absi_000339		absi_000339_01	absi_000339	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333544	47.00013				[6.933354572843736, 47.00012838534476]	20240809133311	21.9	1	mg	ml	MeOH/H2O										
absi_000331		absi_000331_01	absi_000331	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333544	47.00013				[6.933354187045015, 47.00012912050688]	20240809133520	19	1	mg	ml	MeOH/H2O										
absi_000408		absi_000408_01	absi_000408	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333544	47.00013				[6.933354379944375, 47.00012875292581]	20240809133743	19.1	1	mg	ml	MeOH/H2O										
absi_000304		absi_000304_01	absi_000304	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933354	47.00013				[6.933354136546758, 47.00012883146312]	20240809133951	19.3	1	mg	ml	MeOH/H2O										
absi_000336		absi_000336_01	absi_000336	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933342	47.000137				[6.933341801045118, 47.00013769717699]	20240809134400	21.5	1	mg	ml	MeOH/H2O										
absi_000490		absi_000490_01	absi_000490	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933342	47.000137				[6.933341801045118, 47.00013769717699]	20240809134632	21.4	1	mg	ml	MeOH/H2O										
absi_000525		absi_000525_01	absi_000525	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933342	47.000137				[6.933342044442799, 47.00013761863969]	20240809134818	20.4	1	mg	ml	MeOH/H2O										
absi_000492		absi_000492_01	absi_000492	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333415	47.000137				[6.933341442849397, 47.00013760919752]	20240809135023	18.3	1	mg	ml	MeOH/H2O										
absi_000645		absi_000645_01	absi_000645	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333367	47.00015				[6.933336808552576, 47.00014836646879]	20240809135414	19.1	1	mg	ml	MeOH/H2O										
absi_000467		absi_000467_01	absi_000467	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333367	47.00015				[6.933336923350623, 47.00014853298551]	20240809135623	21.2	1	mg	ml	MeOH/H2O										
absi_000507		absi_000507_01	absi_000507	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333367	47.00015				[6.933336615653018, 47.00014873404979]	20240809135950	20.1	1	mg	ml	MeOH/H2O										
absi_000324		absi_000324_01	absi_000324	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333363	47.00015				[6.933336307955429, 47.00014893511406]	20240809140048	19.5	1	mg	ml	MeOH/H2O										
absi_000503		absi_000503_01	absi_000503	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333415	47.00015				[6.933341467510264, 47.00014949576228]	20240809140340	18.2	1	mg	ml	MeOH/H2O										
absi_000491		absi_000491_01	absi_000491	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933342	47.00015				[6.933341965290358, 47.00014933514328]	20240809140831	19	1	mg	ml	MeOH/H2O										
absi_000631		absi_000631_01	absi_000631	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933342	47.00015				[6.933341965290358, 47.00014933514328]	20240809140941	19.5	1	mg	ml	MeOH/H2O										
absi_000585		absi_000585_01	absi_000585	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933343	47.00015				[6.933342726073574, 47.0001486733569]	20240809141151	21.4	1	mg	ml	MeOH/H2O										
absi_000644		absi_000644_01	absi_000644	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.1964073	45.90052				[7.196407440038714, 45.900521353819]	20240821112826	18.7	1	mg	ml	MeOH/H2O										
absi_000638		absi_000638_01	absi_000638	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.1964073	45.90052				[7.196407440038714, 45.900521353819]	20240821113334	21.1	1	mg	ml	MeOH/H2O										
absi_000653		absi_000653_01	absi_000653	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.1964073	45.90052				[7.196407440038714, 45.900521353819]	20240821113604	19.7	1	mg	ml	MeOH/H2O										
absi_000654		absi_000654_01	absi_000654	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.1964073	45.90052				[7.196407440038714, 45.900521353819]	20240821113826	21.8	1	mg	ml	MeOH/H2O										
absi_000649		absi_000649_01	absi_000649	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.196472	45.900593				[7.196472211785709, 45.90059298052938]	20240821114142	19.5	1	mg	ml	MeOH/H2O										
absi_000273		absi_000273_01	absi_000273	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.196472	45.900593				[7.196472211785709, 45.90059298052938]	20240821114728	19.2	1	mg	ml	MeOH/H2O										
absi_000560		absi_000560_01	absi_000560	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.196472	45.900593				[7.196472211785709, 45.90059298052938]	20240821114944	19.5	1	mg	ml	MeOH/H2O										
absi_000652		absi_000652_01	absi_000652	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.196472	45.900593				[7.196472211785709, 45.90059298052938]	20240821115121	20	1	mg	ml	MeOH/H2O										
absi_000683		absi_000683_01	absi_000683	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.196495	45.90061				[7.196494968521989, 45.90060999055808]	20240821115435	20.5	1	mg	ml	MeOH/H2O										
absi_000618		absi_000618_01	absi_000618	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.196495	45.90061				[7.196494968521989, 45.90060999055808]	20240821115856	20	1	mg	ml	MeOH/H2O										
absi_000611		absi_000611_01	absi_000611	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.196495	45.90061				[7.196494968521989, 45.90060999055808]	20240821115947	21.1	1	mg	ml	MeOH/H2O										
absi_000656		absi_000656_01	absi_000656	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.196495	45.90061				[7.196494968521989, 45.90060999055808]	20240821120030	19.7	1	mg	ml	MeOH/H2O										
absi_000613		absi_000613_01	absi_000613	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.207609	45.947105				[7.207609068476452, 45.94710681391076]	20240821122728	19	1	mg	ml	MeOH/H2O										
absi_000661		absi_000661_01	absi_000661	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.207609	45.947105				[7.207609068476452, 45.94710681391076]	20240821123127	19.8	1	mg	ml	MeOH/H2O										
absi_000643		absi_000643_01	absi_000643	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.207609	45.947105				[7.207609068476452, 45.94710681391076]	20240821123230	21.5	1	mg	ml	MeOH/H2O										
absi_000648		absi_000648_01	absi_000648	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.207609	45.947105				[7.207609068476452, 45.94710681391076]	20240821123351	21.4	1	mg	ml	MeOH/H2O										
absi_000552		absi_000552_01	absi_000552	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.207684	45.947098				[7.207684133196935, 45.94709923121216]	20240821123617	19.7	1	mg	ml	MeOH/H2O										
absi_000268		absi_000268_01	absi_000268	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.207684	45.947098				[7.207684133196935, 45.94709923121216]	20240821124211	19.4	1	mg	ml	MeOH/H2O										
absi_000673		absi_000673_01	absi_000673	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.207684	45.947098				[7.207684133196935, 45.94709923121216]	20240821124320	21.1	1	mg	ml	MeOH/H2O										
absi_000265		absi_000265_01	absi_000265	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.207684	45.947098				[7.207684133196935, 45.94709923121216]	20240821124508	18.1	1	mg	ml	MeOH/H2O										
absi_000675		absi_000675_01	absi_000675	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.2073975	45.947323				[7.207397445158597, 45.94732161766292]	20240821124901	18.5	1	mg	ml	MeOH/H2O										
absi_000637		absi_000637_01	absi_000637	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.2073975	45.947323				[7.207397445158597, 45.94732161766292]	20240821125158	18.6	1	mg	ml	MeOH/H2O										
absi_000662		absi_000662_01	absi_000662	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.2073975	45.947323				[7.207397445158597, 45.94732161766292]	20240821125249	18.9	1	mg	ml	MeOH/H2O										
absi_000619		absi_000619_01	absi_000619	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.2073975	45.947323				[7.207397445158597, 45.94732161766292]	20240821125336	20.4	1	mg	ml	MeOH/H2O										
absi_000513		absi_000513_01	absi_000513	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	7.1810927	46.002266				[7.181092577656103, 46.002267598844135]	20240821133724	18.4	1	mg	ml	MeOH/H2O										
