original_sample_id	ms_container_id	extraction_container_id	original_sample_container_id	qfield_project	field_collector_fullname	field_taxon_name	field_latitude	field_longitude	field_comment_eco	field_weather	field_sample_name	field_geometry_coordinates	field_date	extraction_dried_weight	extraction_solvent_volume	extraction_dried_weight_unit_symbol	extraction_solvent_volume_unit_symbol	extraction_method_method_name	aliquot_aliquot_volume	aliquot_volume_unit_symbol	ms_filename	ms_injection_volume	ms_injection_volume_unit_symbol	ms_injection_method_method_name	ms_instrument_instrument_id	ms_instrument_model_instrument_model	ms_instrument_location_room_name	watcher_exact_filename_match	profile_mode	profiled_positive	profiled_negative	profiled_any	metadata_lineage_row_count	resolved_taxon_input_name	resolved_taxon_canonical	resolved_taxon_id	resolved_taxon_scientific_name	resolved_taxon_matched_name	resolved_taxon_current_name	resolved_taxon_synonym	resolved_taxon_source_id	resolved_taxon_source_title	resolved_taxon_kind	resolved_taxon_sort_score	resolved_taxon_match_type	resolved_taxon_edit_distance	resolved_taxon_classification_path	resolved_taxon_kingdom	resolved_taxon_phylum	resolved_taxon_class	resolved_taxon_order	resolved_taxon_family	resolved_taxon_genus
dbgi_001353			dbgi_001353	jbc	Mazzarine Laboureau	Silene volgensis	7.113309	46.03287				[7.113309016294954, 46.03286995743426]	20250729125632																	false	false	false	1	Silene volgensis	Silene wolgensis	6Z2HB	Silene volgensis	Silene wolgensis (Hornem.) Otth	Silene wolgensis (Hornem.) Otth	false	1	Catalogue of Life	BestMatch	9.38898	Fuzzy	1	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Caryophyllaceae|Sileneae|Silene|Silene wolgensis	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene
dbgi_001354			dbgi_001354	jbn			6.9341965	46.99969			Exochorda_racemosa_LindL_Rehder	[6.934196298972749, 46.99969134964476]																		false	false	false	1	Exochorda_racemosa_LindL_Rehder	Exochorda racemosa	3DMTP	Exochorda_racemosa_LindL_Rehder	Exochorda racemosa (Lindl.) Rehder	Exochorda racemosa (Lindl.) Rehder	false	1	Catalogue of Life	BestMatch	9.42053	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Amygdaloideae|Exochordeae|Exochorda|Exochorda racemosa	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Exochorda
dbgi_001355		dbgi_001355_01	dbgi_001355	jbn			6.934167	46.99944			Pinus_mugo_Turra_Pumilio	[6.934166785672081, 46.99943771093567]		21.2	1	mg	ml	MeOH/H2O												false	false	false	1	Pinus_mugo_Turra_Pumilio	Pinus mugo	4J2CJ	Pinus_mugo_Turra_Pumilio	Pinus mugo Turra	Pinus mugo Turra	false	1	Catalogue of Life	BestMatch	9.40932	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Pinopsida|Pinidae|Pinales|Pinaceae|Pinus|Pinus mugo	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus
dbgi_001356		dbgi_001356_01; dbgi_001356_02	dbgi_001356	jbn			6.9341483	46.99961			Callistemon_rigidus_R_Br_	[6.934148419777307, 46.99960935088208]		21.5	1	mg	ml	MeOH/H2O												false	false	false	2	Callistemon_rigidus_R_Br_	Callistemon rigidus	5WVYC	Callistemon_rigidus_R_Br_	Callistemon rigidus R.Br.	Melaleuca linearis Schrad. & J.C.Wendl.	true	1	Catalogue of Life	BestMatch	9.42295	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Myrtales|Myrtaceae|Myrtoideae|Melaleuceae|Melaleuca|Melaleuca linearis	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Callistemon
dbgi_001357			dbgi_001357	jbc	Mazzarine Laboureau	Buxus sempervirens	7.113147	46.032875				[7.113146546828109, 46.0328737356875]	20250729131440																	false	false	false	1	Buxus sempervirens	Buxus sempervirens	5X65N	Buxus sempervirens	Buxus sempervirens L.	Buxus sempervirens L.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Buxales|Buxaceae|Buxoideae|Buxus|Buxus sempervirens	Plantae	Tracheophyta	Magnoliopsida	Buxales	Buxaceae	Buxus
dbgi_001358			dbgi_001358	jbc	Mazzarine Laboureau	Primula alpicola	7.113182	46.032837				[7.113182192878595, 46.032837628691546]	20250729105648																	false	false	false	1	Primula alpicola	Primula alpicola	4MCFF	Primula alpicola	Primula alpicola (W.W.Sm.) Stapf	Primula alpicola (W.W.Sm.) Stapf	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Primulaceae|Primuloideae|Primula|Primula alpicola	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Primula
dbgi_001359			dbgi_001359	jbn			6.9341455	46.999687			Sedum_telephium_L	[6.934145246967089, 46.99968636745869]																		false	false	false	1	Sedum_telephium_L	Sedum telephium	6YBJG	Sedum_telephium_L	Sedum telephium L.	Hylotelephium telephium (L.) H.Ohba	true	1	Catalogue of Life	BestMatch	9.42295	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Crassulaceae|Sempervivoideae|Umbiliceae|Hylotelephium|Hylotelephium telephium	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Crassulaceae	Sedum
dbgi_001360		dbgi_001360_01	dbgi_001360	jbn			6.934407	46.999855			Citrus_australasica_f_MuelL_Sanguinea	[6.934407010863093, 46.99985394179052]		21.4	1	mg	ml	MeOH/H2O												false	false	false	1	Citrus_australasica_f_MuelL_Sanguinea	Citrus australasica	7SBXQ	Citrus_australasica_f_MuelL_Sanguinea	Citrus australasica F.Muell.	Microcitrus australasica (F.Muell.) Swingle	true	1	Catalogue of Life	BestMatch	9.41180	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Rutaceae|Aurantioideae|Microcitrus|Microcitrus australasica	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus
dbgi_001361		dbgi_001361_01	dbgi_001361	jbn			6.9340954	46.999397			Dryopteris_carthusiana_VilL_H_pFuchs	[6.934095508523224, 46.999398705572766]		19.5	1	mg	ml	MeOH/H2O												false	false	false	1	Dryopteris_carthusiana_VilL_H_pFuchs	Dryopteris carthusiana	37W3P	Dryopteris_carthusiana_VilL_H_pFuchs	Dryopteris carthusiana (Vill.) H.P.Fuchs	Dryopteris carthusiana (Vill.) H.P.Fuchs	false	1	Catalogue of Life	BestMatch	9.40932	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Dryopteridaceae|Dryopteridoideae|Dryopteris|Dryopteris carthusiana	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Dryopteris
dbgi_001362			dbgi_001362	jbc	Émilie Lab	Micromeria croatica	7.1129656	46.03296				[7.112965371665023, 46.03296087905425]	20250729113526																	false	false	false	1	Micromeria croatica	Micromeria croatica	73H52	Micromeria croatica	Micromeria croatica (Pers.) Schott	Micromeria croatica (Pers.) Schott	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Lamiaceae|Nepetoideae|Mentheae|Menthinae|Micromeria|Micromeria croatica	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Micromeria
dbgi_001363			dbgi_001363	jbc	Émilie Lab	Symphoricarpos albus	7.1130075	46.032948				[7.113007462872352, 46.03294737873295]	20250729112805																	false	false	false	1	Symphoricarpos albus	Symphoricarpos albus	99TB4	Symphoricarpos albus	Symphoricarpos albus (L.) K.Koch	Symphoricarpos albus (L.) K.Koch	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Dipsacales|Caprifoliaceae|Caprifolioideae|Symphoricarpos|Symphoricarpos albus	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Symphoricarpos
dbgi_001364		dbgi_001364_01	dbgi_001364	jbn			6.9341702	46.99944			Pinus_mugo_Turra_Pumilio	[6.934170224019605, 46.99944030271417]		19.5	1	mg	ml	MeOH/H2O												false	false	false	1	Pinus_mugo_Turra_Pumilio	Pinus mugo	4J2CJ	Pinus_mugo_Turra_Pumilio	Pinus mugo Turra	Pinus mugo Turra	false	1	Catalogue of Life	BestMatch	9.40932	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Pinopsida|Pinidae|Pinales|Pinaceae|Pinus|Pinus mugo	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus
dbgi_001365		dbgi_001365_01	dbgi_001365	jbn			6.9341464	46.9994			Hepatica_nobilis_Schreb	[6.934146440665252, 46.999399440204655]		20.7	1	mg	ml	MeOH/H2O												false	false	false	1	Hepatica_nobilis_Schreb	Hepatica nobilis	6LPZR	Hepatica_nobilis_Schreb	Hepatica nobilis Schreb.	Hepatica nobilis Schreb.	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Anemoneae|Hepatica|Hepatica nobilis	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Hepatica
dbgi_001366			dbgi_001366	jbc	Mazzarine Laboureau	Erica Herbacea	7.1132073	46.03289				[7.113207362400912, 46.032890701739184]	20250729130340																	false	false	false	1	Erica Herbacea	Erica	4DYS	Erica Herbacea	Erica L.	Erica L.	false	1	Catalogue of Life	BestMatch	9.40932	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Ericaceae|Ericoideae|Ericeae|Erica	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica
dbgi_001367			dbgi_001367	jbc	Mazzarine Laboureau	Chamaecytisus leiocarpus	7.1133265	46.03287				[7.113326629482268, 46.032872846114]	20250729125459																	false	false	false	1	Chamaecytisus leiocarpus	Chamaecytisus leiocarpus	TJKL	Chamaecytisus leiocarpus	Chamaecytisus leiocarpus (A.Kern.) Rothm.	Chamaecytisus leiocarpus (A.Kern.) Rothm.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Chamaecytisus|Chamaecytisus leiocarpus	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Chamaecytisus
dbgi_001368		dbgi_001368_01	dbgi_001368	jbc	Mazzarine Laboureau	Vaccinium myrtillus	7.11323	46.03289				[7.113230007460242, 46.03289195849352]	20250729130010	21.4	1	mg	ml	MeOH/H2O 70												false	false	false	1	Vaccinium myrtillus	Vaccinium myrtillus	7F76T	Vaccinium myrtillus	Vaccinium myrtillus L.	Vaccinium myrtillus L.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Ericaceae|Vaccinioideae|Vaccinieae|Vaccinium|Vaccinium myrtillus	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium
dbgi_001369		dbgi_001369_01	dbgi_001369	jbn			6.934074	46.99964			Lysimachia	[6.934074090468428, 46.9996406178661]		19.5	1	mg	ml	MeOH/H2O												false	false	false	1	Lysimachia	Lysimachia	62XTM	Lysimachia	Lysimachia Tourn. ex L.	Lysimachia Tourn. ex L.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Primulaceae|Myrsinoideae|Lysimachieae|Lysimachia	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia
dbgi_001370		dbgi_001370_01; dbgi_001370_02	dbgi_001370	jbn			6.934125	46.999405			Adiantum_venustum_G_Don	[6.934124924886832, 46.99940525545641]		21.5	1	mg	ml	MeOH/H2O												false	false	false	2	Adiantum_venustum_G_Don	Adiantum venustum	653DL	Adiantum_venustum_G_Don	Adiantum venustum D.Don	Adiantum venustum D.Don	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Pteridaceae|Adiantoideae|Adiantum|Adiantum venustum	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Pteridaceae	Adiantum
dbgi_001371			dbgi_001371	jbc	Mazzarine Laboureau		7.113309	46.032825				[7.113308785895385, 46.032827302266575]	20250729113801																	false	false	false	1																				
dbgi_001372			dbgi_001372	jbc	Mazzarine Laboureau	Iris sibirica	7.1132836	46.032867				[7.113283580590895, 46.03286642488455]	20250729111707																	false	false	false	1	Iris sibirica	Iris sibirica	3Q24K	Iris sibirica	Iris sibirica L.	Iris sibirica L.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Iris|Iris sibirica	Plantae	Tracheophyta	Liliopsida	Asparagales	Iridaceae	Iris
dbgi_001373			dbgi_001373	jbc	Émilie Lab	Convallaria majalis	7.11294	46.032913				[7.112939620345482, 46.03291439382944]	20250729105603																	false	false	false	1	Convallaria majalis	Convallaria majalis	XYLW	Convallaria majalis	Convallaria majalis L.	Convallaria majalis L.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Asparagaceae|Convallaria|Convallaria majalis	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Convallaria
dbgi_001374		dbgi_001374_01	dbgi_001374	jbn			6.934096	46.99965			Indigofera_tinctoria_L	[6.9340960346359, 46.99964961299781]		19.3	1	mg	ml	MeOH/H2O												false	false	false	1	Indigofera_tinctoria_L	Indigofera tinctoria	3PMR7	Indigofera_tinctoria_L	Indigofera tinctoria L.	Indigofera tinctoria L.	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Indigofera|Indigofera tinctoria	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera
dbgi_001375		dbgi_001375_01	dbgi_001375	jbn			6.9341536	46.999435			Picea_omorika_Panii_Purk	[6.934153366857859, 46.99943540791729]		21.7	1	mg	ml	MeOH/H2O												false	false	false	1	Picea_omorika_Panii_Purk	Picea omorika	4HQ47	Picea_omorika_Panii_Purk	Picea omorika (Pančić) Purk.	Picea omorika (Pančić) Purk.	false	1	Catalogue of Life	BestMatch	9.42053	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Pinopsida|Pinidae|Pinales|Pinaceae|Picea|Picea omorika	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Picea
dbgi_001376			dbgi_001376	jbc	Mazzarine Laboureau	Rosa glauca	7.1131263	46.032944				[7.113126069155845, 46.0329436540826]	20250729133212																	false	false	false	1	Rosa glauca	Rosa glauca	4TDB4	Rosa glauca	Rosa glauca Pourr.	Rosa glauca Pourr.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Rosoideae|Roseae|Rosa|Rosa glauca	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa
dbgi_001377			dbgi_001377	jbc	Émilie Lab	Gypsophila tenuifolia	7.112994	46.032856				[7.112994045020917, 46.03285644296378]	20250729105921																	false	false	false	1	Gypsophila tenuifolia	Gypsophila tenuifolia	3HY39	Gypsophila tenuifolia	Gypsophila tenuifolia M.Bieb.	Gypsophila tenuifolia M.Bieb.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Caryophyllaceae|Caryophylleae|Gypsophilinae|Gypsophila|Gypsophila tenuifolia	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Gypsophila
dbgi_001378			dbgi_001378	jbc	Mazzarine Laboureau	Iris pseudacorus	7.1131434	46.03286				[7.113143234268807, 46.032861539373805]	20250729131758																	false	false	false	1	Iris pseudacorus	Iris pseudacorus	3PZZR	Iris pseudacorus	Iris pseudacorus L.	Iris pseudacorus L.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Iris|Iris pseudacorus	Plantae	Tracheophyta	Liliopsida	Asparagales	Iridaceae	Iris
dbgi_001379		dbgi_001379_01	dbgi_001379	jbn			6.9340653	46.999424			Torreya_nucifera_L_Siebold_and_ZucC	[6.934065449909636, 46.99942582362392]		20.7	1	mg	ml	MeOH/H2O												false	false	false	1	Torreya_nucifera_L_Siebold_and_ZucC	Torreya nucifera	57GNP	Torreya_nucifera_L_Siebold_and_ZucC	Torreya nucifera (L.) Siebold & Zucc.	Torreya nucifera (L.) Siebold & Zucc.	false	1	Catalogue of Life	BestMatch	9.41496	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Pinopsida|Cupressidae|Cupressales|Taxaceae|Torreya|Torreya nucifera	Plantae	Tracheophyta	Pinopsida	Cupressales	Taxaceae	Torreya
dbgi_001380		dbgi_001380_01	dbgi_001380	jbn			6.9341984	46.999687			Geranium	[6.934198551430143, 46.99968718422031]		21.5	1	mg	ml	MeOH/H2O												false	false	false	1	Geranium	Geranium	4N5F	Geranium	Geranium	Geranium	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Geraniales|Geraniaceae|Geranium	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium
dbgi_001381			dbgi_001381	jbc	Émilie Lab	Arenaria purpurascens	7.112941	46.03297				[7.1129409742292, 46.03297066896783]	20250729131107																	false	false	false	1	Arenaria purpurascens	Arenaria purpurascens	GF6N	Arenaria purpurascens	Arenaria purpurascens Ramond ex DC.	Arenaria purpurascens Ramond ex DC.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Caryophyllaceae|Arenarieae|Arenaria|Arenaria purpurascens	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Arenaria
dbgi_001382			dbgi_001382	jbc	Émilie Lab		7.1130185	46.032894				[7.1130186723895, 46.03289539329895]	20250729110722																	false	false	false	1																				
dbgi_001383				jbc	Mazzarine Laboureau	Pinus sibirica	7.1131997	46.032944				[7.113199509805754, 46.03294227741535]	20250729134651																	false	false	false	1	Pinus sibirica	Pinus sibirica	4J2HD	Pinus sibirica	Pinus sibirica Du Tour	Pinus sibirica Du Tour	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Pinopsida|Pinidae|Pinales|Pinaceae|Pinus|Pinus sibirica	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus
dbgi_001384		dbgi_001384_01	dbgi_001384	jbn			6.9340734	46.999397			Adiantum_pedatum_L	[6.934073658179156, 46.99939645671794]		19.6	1	mg	ml	MeOH/H2O												false	false	false	1	Adiantum_pedatum_L	Adiantum pedatum	653LD	Adiantum_pedatum_L	Adiantum pedatum L.	Adiantum pedatum L.	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Pteridaceae|Adiantoideae|Adiantum|Adiantum pedatum	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Pteridaceae	Adiantum
dbgi_001385			dbgi_001385	jbn			6.934378	46.999844			Plectranthus	[6.934378332284044, 46.999844475515545]																		false	false	false	1	Plectranthus	Plectranthus	8W2J5	Plectranthus	Plectranthus L'Hér.	Plectranthus L'Hér.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Lamiaceae|Nepetoideae|Ocimeae|Plectranthinae|Plectranthus	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Plectranthus
dbgi_001386				jbc	Mazzarine Laboureau	Cytisus scoparius	7.113181	46.03296				[7.11318108845136, 46.032958785209125]	20250729134922																	false	false	false	1	Cytisus scoparius	Cytisus scoparius	33S3C	Cytisus scoparius	Cytisus scoparius (L.) Link	Cytisus scoparius (L.) Link	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Cytisus|Cytisus scoparius	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Cytisus
dbgi_001387			dbgi_001387	jbc	Émilie Lab		7.1130133	46.032875				[7.113013284238543, 46.0328756126769]	20250729104627																	false	false	false	1																				
dbgi_001388			dbgi_001388	jbc	Mazzarine Laboureau		7.113206	46.032856				[7.113205878370237, 46.03285445433343]	20250729110225																	false	false	false	1																				
dbgi_001389		dbgi_001389_01	dbgi_001389	jbn			6.934101	46.999615			Caragana_pygmaea_L_DC	[6.934101318979566, 46.99961620187565]		20.4	1	mg	ml	MeOH/H2O												false	false	false	1	Caragana_pygmaea_L_DC	Caragana pygmaea	5WZV5	Caragana_pygmaea_L_DC	Caragana pygmaea (L.) DC.	Caragana pygmaea (L.) DC.	false	1	Catalogue of Life	BestMatch	9.42053	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Caragana|Caragana pygmaea	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Caragana
dbgi_001390		dbgi_001390_01	dbgi_001390	jbn			6.9342866	46.999836			Chlorophytum_comosum_Thunb_Jacques	[6.934286665265676, 46.99983700930829]		18	1	mg	ml	MeOH/H2O												false	false	false	1	Chlorophytum_comosum_Thunb_Jacques	Chlorophytum comosum	69XQP	Chlorophytum_comosum_Thunb_Jacques	Chlorophytum comosum (Thunb.) Jacques	Chlorophytum comosum (Thunb.) Jacques	false	1	Catalogue of Life	BestMatch	9.42053	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Asparagaceae|Chlorophytum|Chlorophytum comosum	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Chlorophytum
dbgi_001391			dbgi_001391	jbc	Mazzarine Laboureau		7.1131415	46.03295				[7.113141513032322, 46.03295270582313]	20250729133021																	false	false	false	1																				
dbgi_001392			dbgi_001392	jbc	Mazzarine Laboureau		7.113004	46.03296				[7.113004254699954, 46.03295759441544]	20250729132433																	false	false	false	1																				
dbgi_001393			dbgi_001393	jbc	Mazzarine Laboureau	Bupleurum longifolium	7.1131644	46.03289				[7.113164363601712, 46.03289141828317]	20250729131021																	false	false	false	1	Bupleurum longifolium	Bupleurum longifolium	NVS4	Bupleurum longifolium	Bupleurum longifolium L.	Bupleurum longifolium L.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Bupleurum|Bupleurum longifolium	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bupleurum
dbgi_001394		dbgi_001394_01	dbgi_001394	jbn			6.934311	46.999825			Pitcairnia_pulverulenta_Ruiz_and_Pav	[6.934310759317722, 46.99982333938424]		19.1	1	mg	ml	MeOH/H2O												false	false	false	1	Pitcairnia_pulverulenta_Ruiz_and_Pav	Pitcairnia pulverulenta	6VM8W	Pitcairnia_pulverulenta_Ruiz_and_Pav	Pitcairnia pulverulenta Ruiz & Pav.	Pitcairnia pulverulenta Ruiz & Pav.	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Bromeliaceae|Pitcairnia|Pitcairnia pulverulenta	Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Pitcairnia
dbgi_001395		dbgi_001395_01	dbgi_001395	jbn			6.9343863	46.999847			Gonospermum_ferulaceum_Webb_and_BertheL_Febles	[6.934386144031446, 46.99984563441326]		19.5	1	mg	ml	MeOH/H2O												false	false	false	1	Gonospermum_ferulaceum_Webb_and_BertheL_Febles	Gonospermum ferulaceum	3GZM4	Gonospermum_ferulaceum_Webb_and_BertheL_Febles	Gonospermum ferulaceum (Sch.Bip.) Febles	Gonospermum ferulaceum (Sch.Bip.) Febles	false	1	Catalogue of Life	BestMatch	9.41496	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Anthemideae|Anthemidinae|Gonospermum|Gonospermum ferulaceum	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Gonospermum
dbgi_001396			dbgi_001396	jbc	Mazzarine Laboureau		7.1131682	46.032925				[7.113168356950513, 46.03292531255028]	20250729133542																	false	false	false	1																				
dbgi_001397			dbgi_001397	jbc	Mazzarine Laboureau		7.1131706	46.032867				[7.113170482444274, 46.03286782099026]	20250729131610																	false	false	false	1																				
dbgi_001398			dbgi_001398	jbc	Mazzarine Laboureau	Artemisia vallesiaca	7.113256	46.0329				[7.113256165571759, 46.032902447772166]	20250729111917																	false	false	false	1	Artemisia vallesiaca	Artemisia vallesiaca	GX34	Artemisia vallesiaca	Artemisia vallesiaca All.	Artemisia vallesiaca All.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Anthemideae|Artemisiinae|Artemisia|Artemisia vallesiaca	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia
dbgi_001399		dbgi_001399_01	dbgi_001399	jbn			6.934066	46.999798			Digitalis	[6.93406591263669, 46.99979785159694]		20.7	1	mg	ml	MeOH/H2O												false	false	false	1	Digitalis	Digitalis	45DF	Digitalis	Digitalis L.	Digitalis L.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Plantaginaceae|Digitalidoideae|Digitalideae|Digitalis	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Digitalis
dbgi_001400		dbgi_001400_01	dbgi_001400	jbn			6.934296	46.99984			Chlorophytum_madagascariense_Baker	[6.934296242756916, 46.99984129025143]		21.4	1	mg	ml	MeOH/H2O												false	false	false	1	Chlorophytum_madagascariense_Baker	Chlorophytum madagascariense	5Y9QC	Chlorophytum_madagascariense_Baker	Chlorophytum madagascariense Baker	Chlorophytum madagascariense Baker	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Asparagaceae|Chlorophytum|Chlorophytum madagascariense	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Chlorophytum
