original_sample_id	ms_container_id	extraction_container_id	original_sample_container_id	qfield_project	profile_mode	field_collector_fullname	field_taxon_name	field_latitude	field_longitude	field_comment_eco	field_weather	field_sample_name	field_geometry_coordinates	field_date	extraction_dried_weight	extraction_solvent_volume	extraction_dried_weight_unit_symbol	extraction_solvent_volume_unit_symbol	extraction_method_method_name	aliquot_aliquot_volume	aliquot_volume_unit_symbol	ms_filename	ms_injection_volume	ms_injection_volume_unit_symbol	ms_injection_method_method_name	ms_instrument_instrument_id	ms_instrument_model_instrument_model	ms_instrument_location_room_name	watcher_exact_filename_match
dbgi_001832	dbgi_001832_01_01	dbgi_001832_01	dbgi_001832	jbuf	positive			7.1568446	46.792118			Beta vulgaris subsp. maritima (L.) Arcang.	[7.156844417093147, 46.79211778471984]		50.7	1700	mg	µl	MeOH/H2O	120	µl	20240405_EB_dbgi_001832_01_01_100mm_C18_15min_DDA_ELON_pos	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001832	dbgi_001832_01_01	dbgi_001832_01	dbgi_001832	jbuf	negative			7.1568446	46.792118			Beta vulgaris subsp. maritima (L.) Arcang.	[7.156844417093147, 46.79211778471984]		50.7	1700	mg	µl	MeOH/H2O	120	µl	202404101527_EB_dbgi_001832_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001869	dbgi_001869_01_01	dbgi_001869_01	dbgi_001869	jbuf	positive			7.156834	46.792126			Mesembryanthemum crystallinum L.	[7.156834120398551, 46.79212716113568]		49.3	1700	mg	µl	MeOH/H2O	125	µl	20240307_EB_dbgi_001869_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001869	dbgi_001869_01_01	dbgi_001869_01	dbgi_001869	jbuf	negative			7.156834	46.792126			Mesembryanthemum crystallinum L.	[7.156834120398551, 46.79212716113568]		49.3	1700	mg	µl	MeOH/H2O	125	µl	20240328_EB_dbgi_001869_01_01_100mm_C18_15min_DDA_neg	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001806		dbgi_001806_01	dbgi_001806	jbuf				7.1568246	46.79212			Dorotheanthus bellidiformis (Burm. ) N.E. Br.	[7.156824678317925, 46.79212368325413]		48.6	1500	mg	µl	MeOH/H2O	125	µl								
dbgi_001829		dbgi_001829_01	dbgi_001829	jbuf				7.1568193	46.79213			Tetragonia echinata Aiton	[7.156819513439139, 46.79213005442724]		50.6	1500	mg	µl	MeOH/H2O	125	µl								
dbgi_001815	dbgi_001815_01_01	dbgi_001815_01	dbgi_001815	jbuf	positive			7.1568136	46.79213			Tetragonia tetragonioides (Pall.) Kuntze	[7.156813473052177, 46.792130667072]		51.9	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_001815_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001815	dbgi_001815_01_01	dbgi_001815_01	dbgi_001815	jbuf	negative			7.1568136	46.79213			Tetragonia tetragonioides (Pall.) Kuntze	[7.156813473052177, 46.792130667072]		51.9	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_001815_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001814	dbgi_001814_01_01	dbgi_001814_01	dbgi_001814	jbuf	positive			7.156796	46.792137			Phytolacca americana L.	[7.156796158821656, 46.7921366828056]		49.9	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_001814_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001814	dbgi_001814_01_01	dbgi_001814_01	dbgi_001814	jbuf	negative			7.156796	46.792137			Phytolacca americana L.	[7.156796158821656, 46.7921366828056]		49.9	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_001814_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001907		dbgi_001907_01	dbgi_001907	jbuf				7.156778	46.79214			Mirabilis longiflora L.	[7.156777696221974, 46.792142289368144]		48.2	1500	mg	µl	MeOH/H2O	120	µl								
dbgi_001919	dbgi_001919_01_01	dbgi_001919_01	dbgi_001919	jbuf	positive			7.1567707	46.792145			Mirabilis jalapa L. (fleurs roses)	[7.156770762510709, 46.79214550805005]		51.3	1700	mg	µl	MeOH/H2O	120	µl	202405081555_EB_dbgi_001919_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001919	dbgi_001919_01_01	dbgi_001919_01	dbgi_001919	jbuf	negative			7.1567707	46.792145			Mirabilis jalapa L. (fleurs roses)	[7.156770762510709, 46.79214550805005]		51.3	1700	mg	µl	MeOH/H2O	120	µl	202405081611_EB_dbgi_001919_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001927	dbgi_001927_01_01	dbgi_001927_01	dbgi_001927	jbuf	positive			7.156705	46.79217			Portulaca grandiflora Hook.	[7.156704779352503, 46.79217226934698]		48.8	1700	mg	µl	MeOH/H2O	120	µl	20240405_EB_dbgi_001927_01_01_100mm_C18_15min_DDA_ELON_pos	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001927	dbgi_001927_01_01	dbgi_001927_01	dbgi_001927	jbuf	negative			7.156705	46.79217			Portulaca grandiflora Hook.	[7.156704779352503, 46.79217226934698]		48.8	1700	mg	µl	MeOH/H2O	120	µl	202404101527_EB_dbgi_001927_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001926	dbgi_001926_01_01	dbgi_001926_01	dbgi_001926	jbuf	positive			7.156707	46.792175			Cistanthe grandiflora (Lindl.) Schltdl.	[7.156706901503438, 46.79217429291059]		48.8	1700	mg	µl	MeOH/H2O	120	µl	202405081555_EB_dbgi_001926_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001926	dbgi_001926_01_01	dbgi_001926_01	dbgi_001926	jbuf	negative			7.156707	46.792175			Cistanthe grandiflora (Lindl.) Schltdl.	[7.156706901503438, 46.79217429291059]		48.8	1700	mg	µl	MeOH/H2O	120	µl	202405081611_EB_dbgi_001926_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001928	dbgi_001928_01_01	dbgi_001928_01	dbgi_001928	jbuf	positive			7.156693	46.792187			aaunknown	[7.156692774498758, 46.79218776935576]		48.7	1700	mg	µl	MeOH/H2O	125	µl	20240307_EB_dbgi_001928_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001928	dbgi_001928_01_01	dbgi_001928_01	dbgi_001928	jbuf	negative			7.156693	46.792187			aaunknown	[7.156692774498758, 46.79218776935576]		48.7	1700	mg	µl	MeOH/H2O	125	µl	20240328_EB_dbgi_001928_01_01_100mm_C18_15min_DDA_neg	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001916	dbgi_001916_01_01	dbgi_001916_01	dbgi_001916	jbuf	positive			7.1571693	46.792194			aaunknown	[7.157169253620874, 46.79219584293366]		50.4	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_001916_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001916	dbgi_001916_01_01	dbgi_001916_01	dbgi_001916	jbuf	negative			7.1571693	46.792194			aaunknown	[7.157169253620874, 46.79219584293366]		50.4	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_001916_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001920	dbgi_001920_01_01	dbgi_001920_01	dbgi_001920	jbuf	positive			7.157173	46.7922			Lablab purpureus (L.) Sweet subsp. purpureus	[7.157173032983814, 46.79219884185172]		52.4	1700	mg	µl	MeOH/H2O	120	µl	202405081555_EB_dbgi_001920_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001920	dbgi_001920_01_01	dbgi_001920_01	dbgi_001920	jbuf	negative			7.157173	46.7922			Lablab purpureus (L.) Sweet subsp. purpureus	[7.157173032983814, 46.79219884185172]		52.4	1700	mg	µl	MeOH/H2O	120	µl	202405081611_EB_dbgi_001920_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001924	dbgi_001924_01_01	dbgi_001924_01	dbgi_001924	jbuf	positive			7.1571817	46.79219			Securigera varia (L.) Lassen	[7.15718194845291, 46.79219155239174]		51.3	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_001924_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001924	dbgi_001924_01_01	dbgi_001924_01	dbgi_001924	jbuf	negative			7.1571817	46.79219			Securigera varia (L.) Lassen	[7.15718194845291, 46.79219155239174]		51.3	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_001924_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001921	dbgi_001921_01_01	dbgi_001921_01	dbgi_001921	jbuf	positive			7.157183	46.7922			Hippocrepis emerus (L.) Lassen	[7.157183253081183, 46.79219718739931]		51.1	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_pos_dbgi_001921_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001921	dbgi_001921_01_01	dbgi_001921_01	dbgi_001921	jbuf	negative			7.157183	46.7922			Hippocrepis emerus (L.) Lassen	[7.157183253081183, 46.79219718739931]		51.1	1500	mg	µl	MeOH/H2O	125	µl	20250611_140952_HC_20250319_PMA_C18_DDA_neg_dbgi_001921_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_001932		dbgi_001932_01	dbgi_001932	jbuf				7.1571946	46.792236			Glycine max (L.) Merr. (graines noires)	[7.157194504628559, 46.792235246433165]		48.3	1500	mg	µl	MeOH/H2O	120	µl								
dbgi_001929		dbgi_001929_01	dbgi_001929	jbuf				7.157199	46.792236			Vigna angularis (Willd.) Ohwi et Ohashi var. angularis	[7.157199026912736, 46.79223754058336]		52.2	1500	mg	µl	MeOH/H2O	125	µl								
dbgi_001931		dbgi_001931_01	dbgi_001931	jbuf				7.1572003	46.79224			Vigna radiata (L.) R. Wilczek var. radiata	[7.15720013618644, 46.792240986643606]		49.7	1500	mg	µl	MeOH/H2O	125	µl								
dbgi_001922	dbgi_001922_01_01	dbgi_001922_01	dbgi_001922	jbuf	positive			7.157206	46.792244			Phaseolus vulgaris subsp. vulgaris var. nanus Asch. (gousses vertes)	[7.157206107892425, 46.79224560784943]		50.5	1700	mg	µl	MeOH/H2O	125	µl	20240307_EB_dbgi_001922_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001922	dbgi_001922_01_01	dbgi_001922_01	dbgi_001922	jbuf	negative			7.157206	46.792244			Phaseolus vulgaris subsp. vulgaris var. nanus Asch. (gousses vertes)	[7.157206107892425, 46.79224560784943]		50.5	1700	mg	µl	MeOH/H2O	125	µl	20240328_EB_dbgi_001922_01_01_100mm_C18_15min_DDA_neg	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001930		dbgi_001930_01	dbgi_001930	jbuf				7.157204	46.79225			Phaseolus vulgaris L. subsp. vulgaris var. vulgaris (gousses vertes)	[7.157203976845142, 46.79225103608632]		51.6	1500	mg	µl	MeOH/H2O	120	µl								
dbgi_001933	dbgi_001933_01_01	dbgi_001933_01	dbgi_001933	jbuf	positive			7.157205	46.79226			Amphicarpaea bracteata (L.) Fernald	[7.157205072016842, 46.792257321098354]		48.1	1700	mg	µl	MeOH/H2O	120	µl	20240405_EB_dbgi_001933_01_01_100mm_C18_15min_DDA_ELON_pos	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001933	dbgi_001933_01_01	dbgi_001933_01	dbgi_001933	jbuf	negative			7.157205	46.79226			Amphicarpaea bracteata (L.) Fernald	[7.157205072016842, 46.792257321098354]		48.1	1700	mg	µl	MeOH/H2O	120	µl	202404101527_EB_dbgi_001933_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001934	dbgi_001934_01_01	dbgi_001934_01	dbgi_001934	jbuf	positive			7.1572123	46.792255			Phaseolus coccineus L. (graines blanches)	[7.157212489392786, 46.79225651440786]		50.8	1700	mg	µl	MeOH/H2O	120	µl	202405081555_EB_dbgi_001934_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001934	dbgi_001934_01_01	dbgi_001934_01	dbgi_001934	jbuf	negative			7.1572123	46.792255			Phaseolus coccineus L. (graines blanches)	[7.157212489392786, 46.79225651440786]		50.8	1700	mg	µl	MeOH/H2O	120	µl	202405081611_EB_dbgi_001934_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001925	dbgi_001925_01_01	dbgi_001925_01	dbgi_001925	jbuf	positive			7.1572065	46.792263			Desmodium canadense DC.	[7.157206610465147, 46.79226341206214]		50.9	1700	mg	µl	MeOH/H2O	120	µl	20240405_EB_dbgi_001925_01_01_100mm_C18_15min_DDA_ELON_pos	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001925	dbgi_001925_01_01	dbgi_001925_01	dbgi_001925	jbuf	negative			7.1572065	46.792263			Desmodium canadense DC.	[7.157206610465147, 46.79226341206214]		50.9	1700	mg	µl	MeOH/H2O	120	µl	202404101527_EB_dbgi_001925_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001915	dbgi_001915_01_01	dbgi_001915_01	dbgi_001915	jbuf	positive			7.1572127	46.792267			Indigofera gerardiana Graham	[7.157212863717554, 46.79226739626499]		52	1700	mg	µl	MeOH/H2O	125	µl	20240307_EB_dbgi_001915_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001915	dbgi_001915_01_01	dbgi_001915_01	dbgi_001915	jbuf	negative			7.1572127	46.792267			Indigofera gerardiana Graham	[7.157212863717554, 46.79226739626499]		52	1700	mg	µl	MeOH/H2O	125	µl	20240328_EB_dbgi_001915_01_01_100mm_C18_15min_DDA_neg	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001937		dbgi_001937_01	dbgi_001937	jbuf				7.15718	46.792156			Hedysarum hedysaroides (L.) Schinz et Thell.	[7.157179632637912, 46.79215608162351]		51.8	1500	mg	µl	MeOH/H2O	125	µl								
dbgi_001923		dbgi_001923_01	dbgi_001923	jbuf				7.1571813	46.79216			Onobrychis viciifolia Scop.	[7.157181372886798, 46.79216034086573]		51.2	1500	mg	µl	MeOH/H2O	125	µl								
dbgi_001914		dbgi_001914_01	dbgi_001914	jbuf				7.1567364	46.79216			Basella alba L.	[7.156736532211418, 46.79215982109031]		50.5	1500	mg	µl	MeOH/H2O	125	µl								
dbgi_001917		dbgi_001917_01	dbgi_001917	jbuf				7.1567206	46.792168			Talinum paniculatum (Jacq.) Gaertn.	[7.156720734812819, 46.792167189603866]		51.3	1500	mg	µl	MeOH/H2O	125	µl								
dbgi_001936	dbgi_001936_01_01	dbgi_001936_01	dbgi_001936	jbuf	positive			7.1567097	46.792183			Portulaca oleracea L. subsp. oleracea	[7.156709803642829, 46.7921810755637]		49	1700	mg	µl	MeOH/H2O	120	µl	202405081555_EB_dbgi_001936_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001936	dbgi_001936_01_01	dbgi_001936_01	dbgi_001936	jbuf	negative			7.1567097	46.792183			Portulaca oleracea L. subsp. oleracea	[7.156709803642829, 46.7921810755637]		49	1700	mg	µl	MeOH/H2O	120	µl	202405081611_EB_dbgi_001936_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001935	dbgi_001935_01_01	dbgi_001935_01	dbgi_001935	jbuf	positive			7.157171	46.79218			Anthyllis vulneraria subsp. alpestris (Schult.) Asch. et Graebn.	[7.157170975791642, 46.79217855499215]		50.8	1700	mg	µl	MeOH/H2O	125	µl	20240307_EB_dbgi_001935_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001935	dbgi_001935_01_01	dbgi_001935_01	dbgi_001935	jbuf	negative			7.157171	46.79218			Anthyllis vulneraria subsp. alpestris (Schult.) Asch. et Graebn.	[7.157170975791642, 46.79217855499215]		50.8	1700	mg	µl	MeOH/H2O	125	µl	20240328_EB_dbgi_001935_01_01_100mm_C18_15min_DDA_neg	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_002370	dbgi_002370_01_01	dbgi_002370_01	dbgi_002370	jbuf	positive			7.157177	46.792168			Glycyrrhiza echinata L.	[7.157177039171075, 46.79216734782442]		50.5	1700	mg	µl	MeOH/H2O	120	µl	202405081555_EB_dbgi_002370_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_002370	dbgi_002370_01_01	dbgi_002370_01	dbgi_002370	jbuf	negative			7.157177	46.792168			Glycyrrhiza echinata L.	[7.157177039171075, 46.79216734782442]		50.5	1700	mg	µl	MeOH/H2O	120	µl	202405081611_EB_dbgi_002370_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_002323	dbgi_002323_01_01	dbgi_002323_01	dbgi_002323	jbuf	positive			7.1571956	46.792168			Galega officinalis L.	[7.157195699104555, 46.79216913559405]		49.9	1700	mg	µl	MeOH/H2O	120	µl	20240405_EB_dbgi_002323_01_01_100mm_C18_15min_DDA_ELON_pos	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_002323	dbgi_002323_01_01	dbgi_002323_01	dbgi_002323	jbuf	negative			7.1571956	46.792168			Galega officinalis L.	[7.157195699104555, 46.79216913559405]		49.9	1700	mg	µl	MeOH/H2O	120	µl	202404101527_EB_dbgi_002323_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_002376	dbgi_002376_01_01	dbgi_002376_01	dbgi_002376	jbuf	positive			7.1572013	46.792175			Melilotus albus Medik.	[7.157201149434802, 46.792175223723135]		51.5	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_002376_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_002376	dbgi_002376_01_01	dbgi_002376_01	dbgi_002376	jbuf	negative			7.1572013	46.792175			Melilotus albus Medik.	[7.157201149434802, 46.792175223723135]		51.5	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_002376_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_002294	dbgi_002294_01_01	dbgi_002294_01	dbgi_002294	jbuf	positive			7.157221	46.792202			Medicago sativa L.	[7.157220751921227, 46.79220177777385]		49.6	1700	mg	µl	MeOH/H2O	125	µl	20240307_EB_dbgi_002294_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_002294	dbgi_002294_01_01	dbgi_002294_01	dbgi_002294	jbuf	negative			7.157221	46.792202			Medicago sativa L.	[7.157220751921227, 46.79220177777385]		49.6	1700	mg	µl	MeOH/H2O	125	µl	20240328_EB_dbgi_002294_01_01_100mm_C18_15min_DDA_neg	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_002341	dbgi_002341_01_01	dbgi_002341_01	dbgi_002341	jbuf	positive			7.157215	46.79221			Ononis repens L.	[7.157215189094194, 46.79221115319079]		50.4	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_002341_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_002341	dbgi_002341_01_01	dbgi_002341_01	dbgi_002341	jbuf	negative			7.157215	46.79221			Ononis repens L.	[7.157215189094194, 46.79221115319079]		50.4	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_002341_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_002310		dbgi_002310_01	dbgi_002310	jbuf				7.1572423	46.79226			Lespedeza thunbergii (DC.) Nakai	[7.157242279101193, 46.79225908549392]		51.3	1500	mg	µl	MeOH/H2O	125	µl								
dbgi_002346	dbgi_002346_01_01	dbgi_002346_01	dbgi_002346	jbuf	positive			7.1572213	46.792347			Gleditschia triacanthos L.	[7.157221158264626, 46.79234641447085]		49.5	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_002346_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_002346	dbgi_002346_01_01	dbgi_002346_01	dbgi_002346	jbuf	negative			7.1572213	46.792347			Gleditschia triacanthos L.	[7.157221158264626, 46.79234641447085]		49.5	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_002346_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_002382	dbgi_002382_01_01	dbgi_002382_01	dbgi_002382	jbuf	positive			7.157203	46.7924			Laburnum anagyroides Medik.	[7.157203190487309, 46.79240223701957]		48	1700	mg	µl	MeOH/H2O	120	µl	202405081555_EB_dbgi_002382_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_002382	dbgi_002382_01_01	dbgi_002382_01	dbgi_002382	jbuf	negative			7.157203	46.7924			Laburnum anagyroides Medik.	[7.157203190487309, 46.79240223701957]		48	1700	mg	µl	MeOH/H2O	120	µl	202405081611_EB_dbgi_002382_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_002338	dbgi_002338_01_01	dbgi_002338_01	dbgi_002338	jbuf	positive			7.1572084	46.792427			Albizia julibrissin Durazz.	[7.157208612394096, 46.79242706529547]		48.3	1700	mg	µl	MeOH/H2O	125	µl	20240307_EB_dbgi_002338_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_002338	dbgi_002338_01_01	dbgi_002338_01	dbgi_002338	jbuf	negative			7.1572084	46.792427			Albizia julibrissin Durazz.	[7.157208612394096, 46.79242706529547]		48.3	1700	mg	µl	MeOH/H2O	125	µl	20240328_EB_dbgi_002338_01_01_100mm_C18_15min_DDA_neg	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_002280	dbgi_002280_01_01	dbgi_002280_01	dbgi_002280	jbuf	positive			7.157199	46.79244			Trifolium fragiferum L.	[7.1571987339624, 46.79243720086188]		50	1700	mg	µl	MeOH/H2O	120	µl	202405081555_EB_dbgi_002280_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_002280	dbgi_002280_01_01	dbgi_002280_01	dbgi_002280	jbuf	negative			7.157199	46.79244			Trifolium fragiferum L.	[7.1571987339624, 46.79243720086188]		50	1700	mg	µl	MeOH/H2O	120	µl	202405081611_EB_dbgi_002280_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_002283	dbgi_002283_01_01	dbgi_002283_01	dbgi_002283	jbuf	positive			7.157191	46.79243			Trifolium medium L.	[7.157190587945748, 46.79243012156543]		48.6	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_002283_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_002283	dbgi_002283_01_01	dbgi_002283_01	dbgi_002283	jbuf	negative			7.157191	46.79243			Trifolium medium L.	[7.157190587945748, 46.79243012156543]		48.6	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_002283_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_002367	dbgi_002367_01_01	dbgi_002367_01	dbgi_002367	jbuf	positive			7.1571856	46.792446			Trifolium rubens L.	[7.157185752769844, 46.79244473956627]		48	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_002367_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_002367	dbgi_002367_01_01	dbgi_002367_01	dbgi_002367	jbuf	negative			7.1571856	46.792446			Trifolium rubens L.	[7.157185752769844, 46.79244473956627]		48	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_002367_01_01	1	µl	20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False
dbgi_002336		dbgi_002336_01	dbgi_002336	jbuf				7.157183	46.79244			Trifolium pannonicum Jacq.	[7.157183385747798, 46.7924366099037]		50.9	1500	mg	µl	MeOH/H2O	125	µl								
dbgi_002307	dbgi_002307_01_01	dbgi_002307_01	dbgi_002307	jbuf	positive			7.157175	46.792442			Trifolium pratense L. subsp. pratense	[7.157175167841774, 46.79244223610691]		51.7	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_002307_01_01	1	µl	20250319_PMA_C18_DDA_pos	inst_000002	LC-MS QExactive HFX	0.308	False
