container_ID,Filename
dbgi_003230_01_01,250407_ML_Metabo_DDA_dbgi_003230_01_01_nr8.mzML
dbgi_002014_01_01,250407_ML_Metabo_DDA_dbgi_002014_01_01_nr8.mzML
dbgi_003442_01_01,250407_ML_Metabo_DDA_dbgi_003442_01_01_nr8.mzML
dbgi_002073_01_01,250407_ML_Metabo_DDA_dbgi_002073_01_01_nr8.mzML
dbgi_002210_01_01,250407_ML_Metabo_DDA_dbgi_002210_01_01_nr8.mzML
dbgi_003538_01_01,250407_ML_Metabo_DDA_dbgi_003538_01_01_nr8.mzML
dbgi_003378_01_01,250407_ML_Metabo_DDA_dbgi_003378_01_01_nr8.mzML
dbgi_002008_01_01,250407_ML_Metabo_DDA_dbgi_002008_01_01_nr8.mzML
dbgi_003246_01_01,250407_ML_Metabo_DDA_dbgi_003246_01_01_nr8.mzML
dbgi_003547_01_01,250407_ML_Metabo_DDA_dbgi_003547_01_01_nr8.mzML
dbgi_003645_01_01,250407_ML_Metabo_DDA_dbgi_003645_01_01_nr8.mzML
dbgi_003573_01_01,250407_ML_Metabo_DDA_dbgi_003573_01_01_nr8.mzML
dbgi_002159_01_01,250407_ML_Metabo_DDA_dbgi_002159_01_01_nr8.mzML
dbgi_003467_01_01,250407_ML_Metabo_DDA_dbgi_003467_01_01_nr8.mzML
dbgi_003464_01_01,250407_ML_Metabo_DDA_dbgi_003464_01_01_nr8.mzML
dbgi_003444_01_01,250407_ML_Metabo_DDA_dbgi_003444_01_01_nr8.mzML
dbgi_003362_01_01,250407_ML_Metabo_DDA_dbgi_003362_01_01_nr8.mzML
dbgi_003862_01_01,250407_ML_Metabo_DDA_dbgi_003862_01_01_nr8.mzML
dbgi_003375_01_01,250407_ML_Metabo_DDA_dbgi_003375_01_01_nr8.mzML
dbgi_003674_02_01,250407_ML_Metabo_DDA_dbgi_003674_02_01_nr8.mzML
dbgi_001972_01_01,250407_ML_Metabo_DDA_dbgi_001972_01_01_nr8.mzML
dbgi_003325_01_01,250407_ML_Metabo_DDA_dbgi_003325_01_01_nr8.mzML
dbgi_001964_01_01,250407_ML_Metabo_DDA_dbgi_001964_01_01_nr8.mzML
dbgi_002153_01_01,250407_ML_Metabo_DDA_dbgi_002153_01_01_nr8.mzML
dbgi_003315_01_01,250407_ML_Metabo_DDA_dbgi_003315_01_01_nr8.mzML
dbgi_003759_01_01,250407_ML_Metabo_DDA_dbgi_003759_01_01_nr8.mzML
dbgi_003331_01_01,250407_ML_Metabo_DDA_dbgi_003331_01_01_nr8.mzML
dbgi_003458_01_01,250407_ML_Metabo_DDA_dbgi_003458_01_01_nr8.mzML
dbgi_002123_01_01,250407_ML_Metabo_DDA_dbgi_002123_01_01_nr8.mzML
dbgi_003752_01_01,250407_ML_Metabo_DDA_dbgi_003752_01_01_nr8.mzML
dbgi_003379_01_01,250407_ML_Metabo_DDA_dbgi_003379_01_01_nr8.mzML
dbgi_002224_01_01,250407_ML_Metabo_DDA_dbgi_002224_01_01_nr8.mzML
dbgi_002029_01_01,250408_ML_Metabo_DDA_dbgi_002029_01_01_nr8.mzML
dbgi_003552_01_01,250408_ML_Metabo_DDA_dbgi_003552_01_01_nr8.mzML
dbgi_003298_01_01,250408_ML_Metabo_DDA_dbgi_003298_01_01_nr8.mzML
dbgi_003709_01_01,250408_ML_Metabo_DDA_dbgi_003709_01_01_nr8.mzML
dbgi_002195_01_01,250408_ML_Metabo_DDA_dbgi_002195_01_01_nr8.mzML
dbgi_003531_01_01,250408_ML_Metabo_DDA_dbgi_003531_01_01_nr8.mzML
dbgi_003812_01_01,250408_ML_Metabo_DDA_dbgi_003812_01_01_nr8.mzML
dbgi_002196_01_01,250408_ML_Metabo_DDA_dbgi_002196_01_01_nr8.mzML
dbgi_003630_01_01,250408_ML_Metabo_DDA_dbgi_003630_01_01_nr8.mzML
dbgi_003332_01_01,250408_ML_Metabo_DDA_dbgi_003332_01_01_nr8.mzML
dbgi_003261_01_01,250408_ML_Metabo_DDA_dbgi_003261_01_01_nr8.mzML
dbgi_003544_01_01,250408_ML_Metabo_DDA_dbgi_003544_01_01_nr8.mzML
dbgi_002230_01_01,250408_ML_Metabo_DDA_dbgi_002230_01_01_nr8.mzML
dbgi_003497_01_01,250408_ML_Metabo_DDA_dbgi_003497_01_01_nr8.mzML
dbgi_003607_01_01,250408_ML_Metabo_DDA_dbgi_003607_01_01_nr8.mzML
dbgi_003455_01_01,250408_ML_Metabo_DDA_dbgi_003455_01_01_nr8.mzML
dbgi_002200_01_01,250408_ML_Metabo_DDA_dbgi_002200_01_01_nr8.mzML
dbgi_003456_01_01,250408_ML_Metabo_DDA_dbgi_003456_01_01_nr8.mzML
dbgi_003860_01_01,250408_ML_Metabo_DDA_dbgi_003860_01_01_nr8.mzML
dbgi_007049_01_01,250408_ML_Metabo_DDA_dbgi_007049_01_01_nr8.mzML
dbgi_003413_01_01,250408_ML_Metabo_DDA_dbgi_003413_01_01_nr8.mzML
dbgi_003303_01_01,250408_ML_Metabo_DDA_dbgi_003303_01_01_nr8.mzML
dbgi_001993_01_01,250408_ML_Metabo_DDA_dbgi_001993_01_01_nr8.mzML
dbgi_002139_01_01,250408_ML_Metabo_DDA_dbgi_002139_01_01_nr8.mzML
dbgi_003374_01_01,250408_ML_Metabo_DDA_dbgi_003374_01_01_nr8.mzML
dbgi_002035_01_01,250408_ML_Metabo_DDA_dbgi_002035_01_01_nr8.mzML
dbgi_007018_01_01,250408_ML_Metabo_DDA_dbgi_007018_01_01_nr8.mzML
dbgi_003260_01_01,250408_ML_Metabo_DDA_dbgi_003260_01_01_nr8.mzML
dbgi_003311_01_01,250408_ML_Metabo_DDA_dbgi_003311_01_01_nr8.mzML
dbgi_003366_01_01,250408_ML_Metabo_DDA_dbgi_003366_01_01_nr8.mzML
dbgi_003551_01_01,250408_ML_Metabo_DDA_dbgi_003551_01_01_nr8.mzML
dbgi_003358_01_01,250408_ML_Metabo_DDA_dbgi_003358_01_01_nr8.mzML
dbgi_003272_01_01,250408_ML_Metabo_DDA_dbgi_003272_01_01_nr8.mzML
dbgi_003321_01_01,250408_ML_Metabo_DDA_dbgi_003321_01_01_nr8.mzML
dbgi_001974_01_01,250408_ML_Metabo_DDA_dbgi_001974_01_01_nr8.mzML
dbgi_002126_01_01,250408_ML_Metabo_DDA_dbgi_002126_01_01_nr8.mzML
dbgi_002085_01_01,250408_ML_Metabo_DDA_dbgi_002085_01_01_nr8.mzML
dbgi_002061_01_01,250408_ML_Metabo_DDA_dbgi_002061_01_01_nr8.mzML
dbgi_003560_01_01,250408_ML_Metabo_DDA_dbgi_003560_01_01_nr8.mzML
dbgi_003825_01_01,250408_ML_Metabo_DDA_dbgi_003825_01_01_nr8.mzML
dbgi_003826_01_01,250408_ML_Metabo_DDA_dbgi_003826_01_01_nr8.mzML
dbgi_001994_01_01,250408_ML_Metabo_DDA_dbgi_001994_01_01_nr8.mzML
dbgi_001991_01_01,250408_ML_Metabo_DDA_dbgi_001991_01_01_nr8.mzML
dbgi_003245_01_01,250408_ML_Metabo_DDA_dbgi_003245_01_01_nr8.mzML
dbgi_003704_01_01,250408_ML_Metabo_DDA_dbgi_003704_01_01_nr8.mzML
dbgi_002140_01_01,250408_ML_Metabo_DDA_dbgi_002140_01_01_nr8.mzML
dbgi_002209_01_01,250408_ML_Metabo_DDA_dbgi_002209_01_01_nr8.mzML
dbgi_003257_01_01,250408_ML_Metabo_DDA_dbgi_003257_01_01_nr8.mzML
dbgi_003719_01_01,250408_ML_Metabo_DDA_dbgi_003719_01_01_nr8.mzML
dbgi_007075_01_01,250408_ML_Metabo_DDA_dbgi_007075_01_01_nr8.mzML
dbgi_003317_01_01,250408_ML_Metabo_DDA_dbgi_003317_01_01_nr8.mzML
dbgi_007065_01_01,250408_ML_Metabo_DDA_dbgi_007065_01_01_nr8.mzML
dbgi_007086_01_01,250408_ML_Metabo_DDA_dbgi_007086_01_01_nr8.mzML
dbgi_001978_01_01,250408_ML_Metabo_DDA_dbgi_001978_01_01_nr8.mzML
dbgi_007022_01_01,250408_ML_Metabo_DDA_dbgi_007022_01_01_nr8.mzML
dbgi_002074_01_01,250408_ML_Metabo_DDA_dbgi_002074_01_01_nr8.mzML
dbgi_003330_01_01,250408_ML_Metabo_DDA_dbgi_003330_01_01_nr8.mzML
dbgi_002087_01_01,250408_ML_Metabo_DDA_dbgi_002087_01_01_nr8.mzML
dbgi_002116_01_01,250408_ML_Metabo_DDA_dbgi_002116_01_01_nr8.mzML
dbgi_003411_01_01,250408_ML_Metabo_DDA_dbgi_003411_01_01_nr8.mzML
dbgi_003664_01_01,250408_ML_Metabo_DDA_dbgi_003664_01_01_nr8.mzML
dbgi_002237_01_01,250408_ML_Metabo_DDA_dbgi_002237_01_01_nr8.mzML
dbgi_003264_01_01,250408_ML_Metabo_DDA_dbgi_003264_01_01_nr8.mzML
dbgi_003313_01_01,250408_ML_Metabo_DDA_dbgi_003313_01_01_nr8.mzML
dbgi_003341_01_01,250408_ML_Metabo_DDA_dbgi_003341_01_01_nr8.mzML
dbgi_002047_01_01,250408_ML_Metabo_DDA_dbgi_002047_01_01_nr8.mzML
dbgi_003267_01_01,250408_ML_Metabo_DDA_dbgi_003267_01_01_nr8.mzML
dbgi_002143_02_01,250408_ML_Metabo_DDA_dbgi_002143_02_01_nr8.mzML
dbgi_007066_01_01,250408_ML_Metabo_DDA_dbgi_007066_01_01_nr8.mzML
dbgi_001984_01_01,250408_ML_Metabo_DDA_dbgi_001984_01_01_nr8.mzML
dbgi_003476_01_01,250408_ML_Metabo_DDA_dbgi_003476_01_01_nr8.mzML
dbgi_002187_01_01,250408_ML_Metabo_DDA_dbgi_002187_01_01_nr8.mzML
dbgi_003344_01_01,250408_ML_Metabo_DDA_dbgi_003344_01_01_nr8.mzML
dbgi_002100_01_01,250408_ML_Metabo_DDA_dbgi_002100_01_01_nr8.mzML
dbgi_002181_01_01,250408_ML_Metabo_DDA_dbgi_002181_01_01_nr8.mzML
dbgi_003581_01_01,250408_ML_Metabo_DDA_dbgi_003581_01_01_nr8.mzML
dbgi_002173_01_01,250408_ML_Metabo_DDA_dbgi_002173_01_01_nr8.mzML
dbgi_003288_01_01,250408_ML_Metabo_DDA_dbgi_003288_01_01_nr8.mzML
dbgi_003524_01_01,250409_ML_Metabo_DDA_dbgi_003524_01_01_nr8.mzML
dbgi_003533_01_01,250409_ML_Metabo_DDA_dbgi_003533_01_01_nr8.mzML
dbgi_002068_01_01,250409_ML_Metabo_DDA_dbgi_002068_01_01_nr8.mzML
dbgi_003807_01_01,250409_ML_Metabo_DDA_dbgi_003807_01_01_nr8.mzML
dbgi_007100_01_01,250409_ML_Metabo_DDA_dbgi_007100_01_01_nr8.mzML
dbgi_007041_01_01,250409_ML_Metabo_DDA_dbgi_007041_01_01_nr8.mzML
dbgi_002106_01_01,250409_ML_Metabo_DDA_dbgi_002106_01_01_nr8.mzML
dbgi_003583_01_01,250409_ML_Metabo_DDA_dbgi_003583_01_01_nr8.mzML
dbgi_003821_01_01,250409_ML_Metabo_DDA_dbgi_003821_01_01_nr8.mzML
dbgi_003811_01_01,250409_ML_Metabo_DDA_dbgi_003811_01_01_nr8.mzML
dbgi_002233_02_01,250409_ML_Metabo_DDA_dbgi_002233_02_01_nr8.mzML
dbgi_002041_01_01,250409_ML_Metabo_DDA_dbgi_002041_01_01_nr8.mzML
dbgi_003520_01_01,250409_ML_Metabo_DDA_dbgi_003520_01_01_nr8.mzML
dbgi_003250_01_01,250409_ML_Metabo_DDA_dbgi_003250_01_01_nr8.mzML
dbgi_003338_01_01,250409_ML_Metabo_DDA_dbgi_003338_01_01_nr8.mzML
dbgi_003316_01_01,250409_ML_Metabo_DDA_dbgi_003316_01_01_nr8.mzML
dbgi_003319_01_01,250409_ML_Metabo_DDA_dbgi_003319_01_01_nr8.mzML
dbgi_003281_01_01,250409_ML_Metabo_DDA_dbgi_003281_01_01_nr8.mzML
dbgi_003233_01_01,250409_ML_Metabo_DDA_dbgi_003233_01_01_nr8.mzML
dbgi_003833_01_01,250409_ML_Metabo_DDA_dbgi_003833_01_01_nr8.mzML
dbgi_007030_01_01,250409_ML_Metabo_DDA_dbgi_007030_01_01_nr8.mzML
dbgi_003543_01_01,250409_ML_Metabo_DDA_dbgi_003543_01_01_nr8.mzML
dbgi_001961_01_01,250409_ML_Metabo_DDA_dbgi_001961_01_01_nr8.mzML
dbgi_003294_01_01,250409_ML_Metabo_DDA_dbgi_003294_01_01_nr8.mzML
dbgi_003373_01_01,250409_ML_Metabo_DDA_dbgi_003373_01_01_nr8.mzML
dbgi_003837_01_01,250409_ML_Metabo_DDA_dbgi_003837_01_01_nr8.mzML
dbgi_003276_01_01,250409_ML_Metabo_DDA_dbgi_003276_01_01_nr8.mzML
dbgi_003249_01_01,250409_ML_Metabo_DDA_dbgi_003249_01_01_nr8.mzML
dbgi_002072_01_01,250409_ML_Metabo_DDA_dbgi_002072_01_01_nr8.mzML
dbgi_003753_01_01,250409_ML_Metabo_DDA_dbgi_003753_01_01_nr8.mzML
dbgi_007021_01_01,250409_ML_Metabo_DDA_dbgi_007021_01_01_nr8.mzML
dbgi_007070_01_01,250409_ML_Metabo_DDA_dbgi_007070_01_01_nr8.mzML
dbgi_002133_01_01,250409_ML_Metabo_DDA_dbgi_002133_01_01_nr8.mzML
dbgi_003419_01_01,250409_ML_Metabo_DDA_dbgi_003419_01_01_nr8.mzML
dbgi_003234_01_01,250409_ML_Metabo_DDA_dbgi_003234_01_01_nr8.mzML
dbgi_003567_01_01,250409_ML_Metabo_DDA_dbgi_003567_01_01_nr8.mzML
dbgi_003846_01_01,250409_ML_Metabo_DDA_dbgi_003846_01_01_nr8.mzML
dbgi_003335_01_01,250409_ML_Metabo_DDA_dbgi_003335_01_01_nr8.mzML
dbgi_007071_01_01,250409_ML_Metabo_DDA_dbgi_007071_01_01_nr8.mzML
dbgi_003668_01_01,250409_ML_Metabo_DDA_dbgi_003668_01_01_nr8.mzML
dbgi_003722_01_01,250409_ML_Metabo_DDA_dbgi_003722_01_01_nr8.mzML
dbgi_002084_01_01,250409_ML_Metabo_DDA_dbgi_002084_01_01_nr8.mzML
dbgi_002026_01_01,250409_ML_Metabo_DDA_dbgi_002026_01_01_nr8.mzML
dbgi_001983_01_01,250409_ML_Metabo_DDA_dbgi_001983_01_01_nr8.mzML
dbgi_003434_01_01,250409_ML_Metabo_DDA_dbgi_003434_01_01_nr8.mzML
dbgi_003275_01_01,250409_ML_Metabo_DDA_dbgi_003275_01_01_nr8.mzML
dbgi_003396_01_01,250409_ML_Metabo_DDA_dbgi_003396_01_01_nr8.mzML
dbgi_002112_01_01,250409_ML_Metabo_DDA_dbgi_002112_01_01_nr8.mzML
dbgi_003308_01_01,250409_ML_Metabo_DDA_dbgi_003308_01_01_nr8.mzML
dbgi_002048_01_01,250409_ML_Metabo_DDA_dbgi_002048_01_01_nr8.mzML
dbgi_003347_01_01,250409_ML_Metabo_DDA_dbgi_003347_01_01_nr8.mzML
dbgi_003743_01_01,250409_ML_Metabo_DDA_dbgi_003743_01_01_nr8.mzML
dbgi_003309_01_01,250409_ML_Metabo_DDA_dbgi_003309_01_01_nr8.mzML
dbgi_003827_01_01,250409_ML_Metabo_DDA_dbgi_003827_01_01_nr8.mzML
dbgi_002189_01_01,250409_ML_Metabo_DDA_dbgi_002189_01_01_nr8.mzML
dbgi_003847_01_01,250409_ML_Metabo_DDA_dbgi_003847_01_01_nr8.mzML
dbgi_002107_01_01,250409_ML_Metabo_DDA_dbgi_002107_01_01_nr8.mzML
dbgi_002204_01_01,250409_ML_Metabo_DDA_dbgi_002204_01_01_nr8.mzML
dbgi_003247_02_01,250409_ML_Metabo_DDA_dbgi_003247_02_01_nr8.mzML
dbgi_001943_01_01,250409_ML_Metabo_DDA_dbgi_001943_01_01_nr8.mzML
dbgi_002045_01_01,250409_ML_Metabo_DDA_dbgi_002045_01_01_nr8.mzML
dbgi_001951_01_01,250409_ML_Metabo_DDA_dbgi_001951_01_01_nr8.mzML
dbgi_003762_01_01,250409_ML_Metabo_DDA_dbgi_003762_01_01_nr8.mzML
dbgi_002105_01_01,250409_ML_Metabo_DDA_dbgi_002105_01_01_nr8.mzML
dbgi_003706_01_01,250409_ML_Metabo_DDA_dbgi_003706_01_01_nr8.mzML
dbgi_003282_01_01,250409_ML_Metabo_DDA_dbgi_003282_01_01_nr8.mzML
dbgi_003848_01_01,250409_ML_Metabo_DDA_dbgi_003848_01_01_nr8.mzML
dbgi_003472_01_01,250409_ML_Metabo_DDA_dbgi_003472_01_01_nr8.mzML
dbgi_003663_01_01,250409_ML_Metabo_DDA_dbgi_003663_01_01_nr8.mzML
dbgi_003741_01_01,250409_ML_Metabo_DDA_dbgi_003741_01_01_nr8.mzML
dbgi_003546_01_01,250409_ML_Metabo_DDA_dbgi_003546_01_01_nr8.mzML
dbgi_003705_01_01,250409_ML_Metabo_DDA_dbgi_003705_01_01_nr8.mzML
dbgi_003327_01_01,250409_ML_Metabo_DDA_dbgi_003327_01_01_nr8.mzML
dbgi_003784_01_01,250409_ML_Metabo_DDA_dbgi_003784_01_01_nr8.mzML
dbgi_003843_01_01,250409_ML_Metabo_DDA_dbgi_003843_01_01_nr8.mzML
dbgi_003387_01_01,250409_ML_Metabo_DDA_dbgi_003387_01_01_nr8.mzML
dbgi_003271_01_01,250409_ML_Metabo_DDA_dbgi_003271_01_01_nr8.mzML
dbgi_003468_01_01,250409_ML_Metabo_DDA_dbgi_003468_01_01_nr8.mzML
dbgi_003404_01_01,250410_ML_Metabo_DDA_dbgi_003404_01_01_nr8.mzML
dbgi_003840_01_01,250410_ML_Metabo_DDA_dbgi_003840_01_01_nr8.mzML
dbgi_002071_01_01,250410_ML_Metabo_DDA_dbgi_002071_01_01_nr8.mzML
dbgi_002124_01_01,250410_ML_Metabo_DDA_dbgi_002124_01_01_nr8.mzML
dbgi_007074_01_01,250410_ML_Metabo_DDA_dbgi_007074_01_01_nr8.mzML
dbgi_003433_01_01,250410_ML_Metabo_DDA_dbgi_003433_01_01_nr8.mzML
dbgi_001947_01_01,250410_ML_Metabo_DDA_dbgi_001947_01_01_nr8.mzML
dbgi_002216_01_01,250410_ML_Metabo_DDA_dbgi_002216_01_01_nr8.mzML
dbgi_002094_01_01,250410_ML_Metabo_DDA_dbgi_002094_01_01_nr8.mzML
dbgi_002182_01_01,250410_ML_Metabo_DDA_dbgi_002182_01_01_nr8.mzML
dbgi_003283_01_01,250410_ML_Metabo_DDA_dbgi_003283_01_01_nr8.mzML
dbgi_003287_01_01,250410_ML_Metabo_DDA_dbgi_003287_01_01_nr8.mzML
dbgi_001985_01_01,250410_ML_Metabo_DDA_dbgi_001985_01_01_nr8.mzML
dbgi_003511_01_01,250410_ML_Metabo_DDA_dbgi_003511_01_01_nr8.mzML
dbgi_002221_01_01,250410_ML_Metabo_DDA_dbgi_002221_01_01_nr8.mzML
dbgi_002015_01_01,250410_ML_Metabo_DDA_dbgi_002015_01_01_nr8.mzML
dbgi_003776_01_01,250410_ML_Metabo_DDA_dbgi_003776_01_01_nr8.mzML
dbgi_003536_01_01,250410_ML_Metabo_DDA_dbgi_003536_01_01_nr8.mzML
dbgi_003310_01_01,250410_ML_Metabo_DDA_dbgi_003310_01_01_nr8.mzML
dbgi_003693_01_01,250410_ML_Metabo_DDA_dbgi_003693_01_01_nr8.mzML
dbgi_001997_01_01,250410_ML_Metabo_DDA_dbgi_001997_01_01_nr8.mzML
dbgi_007077_01_01,250410_ML_Metabo_DDA_dbgi_007077_01_01_nr8.mzML
dbgi_007098_01_01,250410_ML_Metabo_DDA_dbgi_007098_01_01_nr8.mzML
dbgi_007052_01_01,250410_ML_Metabo_DDA_dbgi_007052_01_01_nr8.mzML
dbgi_002022_01_01,250410_ML_Metabo_DDA_dbgi_002022_01_01_nr8.mzML
dbgi_001987_01_01,250410_ML_Metabo_DDA_dbgi_001987_01_01_nr8.mzML
dbgi_003285_01_01,250410_ML_Metabo_DDA_dbgi_003285_01_01_nr8.mzML
dbgi_003471_01_01,250410_ML_Metabo_DDA_dbgi_003471_01_01_nr8.mzML
dbgi_002134_01_01,250410_ML_Metabo_DDA_dbgi_002134_01_01_nr8.mzML
dbgi_002190_01_01,250410_ML_Metabo_DDA_dbgi_002190_01_01_nr8.mzML
dbgi_003446_01_01,250410_ML_Metabo_DDA_dbgi_003446_01_01_nr8.mzML
dbgi_002194_01_01,250410_ML_Metabo_DDA_dbgi_002194_01_01_nr8.mzML
dbgi_002081_01_01,250410_ML_Metabo_DDA_dbgi_002081_01_01_nr8.mzML
dbgi_002206_01_01,250410_ML_Metabo_DDA_dbgi_002206_01_01_nr8.mzML
dbgi_003270_01_01,250410_ML_Metabo_DDA_dbgi_003270_01_01_nr8.mzML
dbgi_002148_01_01,250410_ML_Metabo_DDA_dbgi_002148_01_01_nr8.mzML
dbgi_002131_01_01,250410_ML_Metabo_DDA_dbgi_002131_01_01_nr8.mzML
dbgi_003488_01_01,250410_ML_Metabo_DDA_dbgi_003488_01_01_nr8.mzML
dbgi_003274_01_01,250410_ML_Metabo_DDA_dbgi_003274_01_01_nr8.mzML
dbgi_003845_01_01,250410_ML_Metabo_DDA_dbgi_003845_01_01_nr8.mzML
dbgi_007112_01_01,250410_ML_Metabo_DDA_dbgi_007112_01_01_nr8.mzML
dbgi_003856_01_01,250410_ML_Metabo_DDA_dbgi_003856_01_01_nr8.mzML
dbgi_003397_01_01,250410_ML_Metabo_DDA_dbgi_003397_01_01_nr8.mzML
dbgi_002136_01_01,250410_ML_Metabo_DDA_dbgi_002136_01_01_nr8.mzML
dbgi_002178_01_01,250410_ML_Metabo_DDA_dbgi_002178_01_01_nr8.mzML
dbgi_003269_01_01,250410_ML_Metabo_DDA_dbgi_003269_01_01_nr8.mzML
dbgi_003345_01_01,250410_ML_Metabo_DDA_dbgi_003345_01_01_nr8.mzML
dbgi_003431_01_01,250410_ML_Metabo_DDA_dbgi_003431_01_01_nr8.mzML
dbgi_003475_02_01,250410_ML_Metabo_DDA_dbgi_003475_02_01_nr8.mzML
dbgi_002128_01_01,250410_ML_Metabo_DDA_dbgi_002128_01_01_nr8.mzML
dbgi_003540_01_01,250410_ML_Metabo_DDA_dbgi_003540_01_01_nr8.mzML
dbgi_002044_01_01,250410_ML_Metabo_DDA_dbgi_002044_01_01_nr8.mzML
dbgi_003301_01_01,250410_ML_Metabo_DDA_dbgi_003301_01_01_nr8.mzML
dbgi_003470_01_01,250410_ML_Metabo_DDA_dbgi_003470_01_01_nr8.mzML
dbgi_002132_01_01,250410_ML_Metabo_DDA_dbgi_002132_01_01_nr8.mzML
dbgi_007067_01_01,250410_ML_Metabo_DDA_dbgi_007067_01_01_nr8.mzML
dbgi_003339_01_01,250410_ML_Metabo_DDA_dbgi_003339_01_01_nr8.mzML
dbgi_001981_01_01,250410_ML_Metabo_DDA_dbgi_001981_01_01_nr8.mzML
dbgi_003355_01_01,250410_ML_Metabo_DDA_dbgi_003355_01_01_nr8.mzML
dbgi_003253_01_01,250410_ML_Metabo_DDA_dbgi_003253_01_01_nr8.mzML
dbgi_003280_01_01,250410_ML_Metabo_DDA_dbgi_003280_01_01_nr8.mzML
dbgi_006909_01_01,250410_ML_Metabo_DDA_dbgi_006909_01_01_nr8.mzML
dbgi_002127_01_01,250410_ML_Metabo_DDA_dbgi_002127_01_01_nr8.mzML
dbgi_003265_01_01,250410_ML_Metabo_DDA_dbgi_003265_01_01_nr8.mzML
dbgi_003507_01_01,250410_ML_Metabo_DDA_dbgi_003507_01_01_nr8.mzML
dbgi_007141_01_01,250410_ML_Metabo_DDA_dbgi_007141_01_01_nr8.mzML
dbgi_003241_01_01,250410_ML_Metabo_DDA_dbgi_003241_01_01_nr8.mzML
dbgi_003436_01_01,250410_ML_Metabo_DDA_dbgi_003436_01_01_nr8.mzML
dbgi_001938_01_01,250410_ML_Metabo_DDA_dbgi_001938_01_01_nr8.mzML
dbgi_002144_01_01,250410_ML_Metabo_DDA_dbgi_002144_01_01_nr8.mzML
dbgi_001975_01_01,250410_ML_Metabo_DDA_dbgi_001975_01_01_nr8.mzML
dbgi_002118_01_01,250410_ML_Metabo_DDA_dbgi_002118_01_01_nr8.mzML
dbgi_003229_01_01,250410_ML_Metabo_DDA_dbgi_003229_01_01_nr8.mzML
dbgi_003350_01_01,250410_ML_Metabo_DDA_dbgi_003350_01_01_nr8.mzML
dbgi_007064_01_01,250410_ML_Metabo_DDA_dbgi_007064_01_01_nr8.mzML
dbgi_003352_01_01,250410_ML_Metabo_DDA_dbgi_003352_01_01_nr8.mzML
dbgi_003439_01_01,250410_ML_Metabo_DDA_dbgi_003439_01_01_nr8.mzML
dbgi_002016_01_01,250410_ML_Metabo_DDA_dbgi_002016_01_01_nr8.mzML
dbgi_003802_01_01,250411_ML_Metabo_DDA_dbgi_003802_01_01_nr8.mzML
dbgi_002109_01_01,250411_ML_Metabo_DDA_dbgi_002109_01_01_nr8.mzML
dbgi_003542_01_01,250411_ML_Metabo_DDA_dbgi_003542_01_01_nr8.mzML
dbgi_003356_01_01,250411_ML_Metabo_DDA_dbgi_003356_01_01_nr8.mzML
dbgi_003572_01_01,250411_ML_Metabo_DDA_dbgi_003572_01_01_nr8.mzML
dbgi_003465_01_01,250411_ML_Metabo_DDA_dbgi_003465_01_01_nr8.mzML
dbgi_003385_01_01,250411_ML_Metabo_DDA_dbgi_003385_01_01_nr8.mzML
dbgi_002095_01_01,250411_ML_Metabo_DDA_dbgi_002095_01_01_nr8.mzML
dbgi_003577_01_01,250411_ML_Metabo_DDA_dbgi_003577_01_01_nr8.mzML
dbgi_003788_01_01,250411_ML_Metabo_DDA_dbgi_003788_01_01_nr8.mzML
dbgi_003954_01_01,250411_ML_Metabo_DDA_dbgi_003954_01_01_nr8.mzML
dbgi_003611_02_01,250411_ML_Metabo_DDA_dbgi_003611_02_01_nr8.mzML
dbgi_003628_01_01,250411_ML_Metabo_DDA_dbgi_003628_01_01_nr8.mzML
dbgi_002049_01_01,250411_ML_Metabo_DDA_dbgi_002049_01_01_nr8.mzML
dbgi_002180_01_01,250411_ML_Metabo_DDA_dbgi_002180_01_01_nr8.mzML
dbgi_003322_01_01,250411_ML_Metabo_DDA_dbgi_003322_01_01_nr8.mzML
dbgi_003830_01_01,250411_ML_Metabo_DDA_dbgi_003830_01_01_nr8.mzML
dbgi_003750_01_01,250411_ML_Metabo_DDA_dbgi_003750_01_01_nr8.mzML
dbgi_003768_01_01,250411_ML_Metabo_DDA_dbgi_003768_01_01_nr8.mzML
dbgi_003568_01_01,250411_ML_Metabo_DDA_dbgi_003568_01_01_nr8.mzML
dbgi_003414_01_01,250411_ML_Metabo_DDA_dbgi_003414_01_01_nr8.mzML
dbgi_007104_01_01,250411_ML_Metabo_DDA_dbgi_007104_01_01_nr8.mzML
dbgi_003702_01_01,250411_ML_Metabo_DDA_dbgi_003702_01_01_nr8.mzML
dbgi_007092_01_01,250411_ML_Metabo_DDA_dbgi_007092_01_01_nr8.mzML
dbgi_003889_01_01,250411_ML_Metabo_DDA_dbgi_003889_01_01_nr8.mzML
dbgi_003318_01_01,250411_ML_Metabo_DDA_dbgi_003318_01_01_nr8.mzML
dbgi_003901_01_01,250411_ML_Metabo_DDA_dbgi_003901_01_01_nr8.mzML
dbgi_007088_02_01,250411_ML_Metabo_DDA_dbgi_007088_02_01_nr8.mzML
dbgi_003725_01_01,250411_ML_Metabo_DDA_dbgi_003725_01_01_nr8.mzML
dbgi_007101_01_01,250411_ML_Metabo_DDA_dbgi_007101_01_01_nr8.mzML
dbgi_003420_01_01,250411_ML_Metabo_DDA_dbgi_003420_01_01_nr8.mzML
