filename,extension,localisation_in_sciex_os_project,sample_id,attribute_species,sample_type,user_created,id,date_created,collector_fullname,observation_subject,inat_upload,is_wild,species_name,no_name_on_list,picture_panel,picture_general,picture_detail,picture_cut,picture_panel_label,collector_orcid,collector_inat,qfield_project,raw_date,rack,plate_position,comment,genus,family,ncbi_taxonomy_id,ionization_mode,file_type,injection,container_id,normalized_date,date_parse_status,filename_date_token
20261803_Mazz_Sample_drog_000360_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000360_01,drog_000360,Vaccinium myrtillusmenyanthes,sample,053e0368-4ed8-4569-a070-81a22ad13957,74795,2026-01-29T15:12:57.272Z,Emmanuel Defossez,Leaf,true,true,Vaccinium myrtillusMenyanthes_trifoliata_L,false,DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000360_01.jpg,DCIM/droguier_jbn/Vaccinium myrtillus_drog_000485_02.jpg,DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000360_03.jpg,DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000360_04.jpg,DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000360_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:57.272Z,1,C3,plate 3,Vaccinium,Ericaceae,13749,positive,sample,1,drog_000360_01,2026-01-29T15:12:57.272000+00:00,valid,20261803
20261703_Mazz_Sample_drog_000358_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000358_01,drog_000358,Vaccinium myrtillusmenyanthes,sample,053e0368-4ed8-4569-a070-81a22ad13957,74798,2026-01-29T15:12:57.373Z,Emmanuel Defossez,Leaf,true,true,Vaccinium myrtillusMenyanthes_trifoliata_L,false,DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000358_01.jpg,DCIM/droguier_jbn/Vaccinium myrtillus_drog_000485_02.jpg,DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000358_03.jpg,DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000358_04.jpg,DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000358_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:57.373Z,2,F3,plate 2,Vaccinium,Ericaceae,13749,positive,sample,1,drog_000358_01,2026-01-29T15:12:57.373000+00:00,valid,20261703
20262103_Mazz_Sample_drog_000340_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262103_Mazz_Sample_drog_000340_01,drog_000340,Vaccinium myrtillusmatricaria,sample,053e0368-4ed8-4569-a070-81a22ad13957,74805,2026-01-29T15:12:57.654Z,Emmanuel Defossez,Flower,true,true,Vaccinium myrtillusMatricaria_chamomilla_L,false,DCIM/droguier_jbn/Matricaria_chamomilla_L_drog_000340_01.jpg,DCIM/droguier_jbn/Vaccinium myrtillus_drog_000485_02.jpg,DCIM/droguier_jbn/Matricaria_chamomilla_L_drog_000340_03.jpg,DCIM/droguier_jbn/Matricaria_chamomilla_L_drog_000340_04.jpg,DCIM/droguier_jbn/Matricaria_chamomilla_L_drog_000340_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:57.654Z,,,,Vaccinium,Ericaceae,13749,positive,sample,1,drog_000340_01,2026-01-29T15:12:57.654000+00:00,valid,20262103
20261703_Mazz_Sample_drog_000335_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000335_01,drog_000335,Vaccinium myrtillusmenyanthes,sample,053e0368-4ed8-4569-a070-81a22ad13957,74797,2026-01-29T15:12:57.344Z,Emmanuel Defossez,Leaf,true,true,Vaccinium myrtillusMenyanthes_trifoliata_L,false,DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000335_01.jpg,DCIM/droguier_jbn/Vaccinium myrtillus_drog_000485_02.jpg,DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000335_03.jpg,DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000335_04.jpg,DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000335_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:57.344Z,2,C3,plate 2,Vaccinium,Ericaceae,13749,positive,sample,1,drog_000335_01,2026-01-29T15:12:57.344000+00:00,valid,20261703
20261803_Mazz_Sample_drog_000332_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000332_01,drog_000332,Vaccinium myrtillusmenyanthes,sample,053e0368-4ed8-4569-a070-81a22ad13957,74799,2026-01-29T15:12:57.402Z,Emmanuel Defossez,Leaf,true,true,Vaccinium myrtillusMenyanthes_trifoliata_L,false,DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000332_01.jpg,DCIM/droguier_jbn/Vaccinium myrtillus_drog_000485_02.jpg,DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000332_03.jpg,DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000332_04.jpg,DCIM/droguier_jbn/Menyanthes_trifoliata_L_drog_000332_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:57.402Z,1,E5,plate 3,Vaccinium,Ericaceae,13749,positive,sample,1,drog_000332_01,2026-01-29T15:12:57.402000+00:00,valid,20261803
20261803_Mazz_Sample_drog_000308_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000308_01,drog_000308,Vaccinium myrtillusmatricaria,sample,053e0368-4ed8-4569-a070-81a22ad13957,74802,2026-01-29T15:12:57.514Z,Emmanuel Defossez,Flower,true,true,Vaccinium myrtillusMatricaria_chamomilla_L,false,DCIM/droguier_jbn/Matricaria_chamomilla_L_drog_000308_01.jpg,DCIM/droguier_jbn/Vaccinium myrtillus_drog_000485_02.jpg,DCIM/droguier_jbn/Matricaria_chamomilla_L_drog_000308_03.jpg,DCIM/droguier_jbn/Matricaria_chamomilla_L_drog_000308_04.jpg,DCIM/droguier_jbn/Matricaria_chamomilla_L_drog_000308_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:57.514Z,1,A11,plate 3,Vaccinium,Ericaceae,13749,positive,sample,1,drog_000308_01,2026-01-29T15:12:57.514000+00:00,valid,20261803
20262103_Mazz_Sample_drog_000217_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262103_Mazz_Sample_drog_000217_01,drog_000217,Viola odoratae,sample,053e0368-4ed8-4569-a070-81a22ad13957,74580,2026-01-29T15:12:48.049Z,Emmanuel Defossez,Leaf,true,true,Viola odoratae,true,DCIM/droguier_jbn/Viola odoratae_drog_000217_01.jpg,DCIM/droguier_jbn/Viola odoratae_drog_000217_02.jpg,DCIM/droguier_jbn/Viola odoratae_drog_000217_03.jpg,DCIM/droguier_jbn/Viola odoratae_drog_000217_04.jpg,DCIM/droguier_jbn/Viola odoratae_drog_000217_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:48.049Z,,,,Viola,Violaceae,13757,positive,sample,1,drog_000217_01,2026-01-29T15:12:48.049000+00:00,valid,20262103
20262023_Mazz_Sample_drog_000299_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262023_Mazz_Sample_drog_000299_01,drog_000299,Juglans regiasambucus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74634,2026-01-29T15:12:49.865Z,Emmanuel Defossez,Flower,false,true,Juglans regiaSambucus_nigra_L,false,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000299_01.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000299_02.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000299_03.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000299_04.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000299_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:49.865Z,,,,Juglans,Juglandaceae,16718,positive,sample,1,drog_000299_01,2026-01-29T15:12:49.865000+00:00,valid,20262023
20261903_Mazz_Sample_drog_000296_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000296_01,drog_000296,Juglans regiasambucus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74636,2026-01-29T15:12:49.933Z,Emmanuel Defossez,Flower,false,true,Juglans regiaSambucus_nigra_L,false,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000296_01.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000296_02.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000296_03.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000296_04.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000296_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:49.933Z,2,G9,plate 4,Juglans,Juglandaceae,16718,positive,sample,1,drog_000296_01,2026-01-29T15:12:49.933000+00:00,valid,20261903
20261903_Mazz_Sample_drog_000270_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000270_01,drog_000270,Juglans regiasambucus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74635,2026-01-29T15:12:49.902Z,Emmanuel Defossez,Flower,false,true,Juglans regiaSambucus_nigra_L,false,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000270_01.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000270_02.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000270_03.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000270_04.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000270_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:49.902Z,2,G11,plate 4,Juglans,Juglandaceae,16718,positive,sample,1,drog_000270_01,2026-01-29T15:12:49.902000+00:00,valid,20261903
20262023_Mazz_Sample_drog_000269_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262023_Mazz_Sample_drog_000269_01,drog_000269,Juglans regiasambucus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74644,2026-01-29T15:12:50.170Z,Emmanuel Defossez,Seed,false,true,Juglans regiaSambucus_nigra_L,false,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000269_01.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000269_02.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000269_03.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000269_04.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000269_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:50.170Z,,,,Juglans,Juglandaceae,16718,positive,sample,1,drog_000269_01,2026-01-29T15:12:50.170000+00:00,valid,20262023
20261903_Mazz_Sample_drog_000263_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000263_01,drog_000263,Juglans regiasambucus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74641,2026-01-29T15:12:50.081Z,Emmanuel Defossez,Flower,false,true,Juglans regiaSambucus_nigra_L,false,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000263_01.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000263_02.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000263_03.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000263_04.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000263_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:50.081Z,2,F12,plate 4,Juglans,Juglandaceae,16718,positive,sample,1,drog_000263_01,2026-01-29T15:12:50.081000+00:00,valid,20261903
20261703_Mazz_Sample_drog_000262_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000262_01,drog_000262,Juglans regiasambucus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74642,2026-01-29T15:12:50.110Z,Emmanuel Defossez,Seed,false,true,Juglans regiaSambucus_nigra_L,false,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000262_01.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000262_02.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000262_03.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000262_04.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000262_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:50.110Z,2,H7,plate 2,Juglans,Juglandaceae,16718,positive,sample,1,drog_000262_01,2026-01-29T15:12:50.110000+00:00,valid,20261703
20262103_Mazz_Sample_drog_000260_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262103_Mazz_Sample_drog_000260_01,drog_000260,Juglans regiasambucus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74646,2026-01-29T15:12:50.248Z,Emmanuel Defossez,Seed,false,true,Juglans regiaSambucus_nigra_L,false,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000260_01.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000260_02.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000260_03.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000260_04.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000260_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:50.248Z,,,,Juglans,Juglandaceae,16718,positive,sample,1,drog_000260_01,2026-01-29T15:12:50.248000+00:00,valid,20262103
20262103_Mazz_Sample_drog_000257_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262103_Mazz_Sample_drog_000257_01,drog_000257,Juglans regiafilipendula,sample,053e0368-4ed8-4569-a070-81a22ad13957,74639,2026-01-29T15:12:50.020Z,Emmanuel Defossez,Flower,false,true,Juglans regiaFilipendula_ulmaria_L_Maxim,false,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000257_01.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000257_02.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000257_03.jpg,DCIM/droguier_jbn/Filipendula_ulmaria_L_Maxim_drog_000257_04.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000257_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:50.020Z,,,,Juglans,Juglandaceae,16718,positive,sample,1,drog_000257_01,2026-01-29T15:12:50.020000+00:00,valid,20262103
20262023_Mazz_Sample_drog_000249_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262023_Mazz_Sample_drog_000249_01,drog_000249,Juglans regiasambucus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74640,2026-01-29T15:12:50.053Z,Emmanuel Defossez,Flower,false,true,Juglans regiaSambucus_nigra_L,false,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000249_01.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000249_02.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000249_03.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000249_04.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000249_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:50.053Z,,,,Juglans,Juglandaceae,16718,positive,sample,1,drog_000249_01,2026-01-29T15:12:50.053000+00:00,valid,20262023
20261903_Mazz_Sample_drog_000233_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000233_01,drog_000233,Juglans regiasambucus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74633,2026-01-29T15:12:49.835Z,Emmanuel Defossez,Flower,false,true,Juglans regiaSambucus_nigra_L,false,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000233_01.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000233_02.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000233_03.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000233_04.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000233_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:49.835Z,2,F10,plate 4,Juglans,Juglandaceae,16718,positive,sample,1,drog_000233_01,2026-01-29T15:12:49.835000+00:00,valid,20261903
20262023_Mazz_Sample_drog_000228_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262023_Mazz_Sample_drog_000228_01,drog_000228,Juglans regiasambucus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74632,2026-01-29T15:12:49.804Z,Emmanuel Defossez,Flower,false,true,Juglans regiaSambucus_nigra_L,false,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000228_01.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000228_02.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000228_03.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000228_04.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000228_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:49.804Z,,,,Juglans,Juglandaceae,16718,positive,sample,1,drog_000228_01,2026-01-29T15:12:49.804000+00:00,valid,20262023
20261803_Mazz_Sample_drog_000218_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000218_01,drog_000218,Juglans regiasambucus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74645,2026-01-29T15:12:50.209Z,Emmanuel Defossez,Seed,false,true,Juglans regiaSambucus_nigra_L,false,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000218_01.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000218_02.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000218_03.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000218_04.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000218_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:50.209Z,1,B8,plate 3,Juglans,Juglandaceae,16718,positive,sample,1,drog_000218_01,2026-01-29T15:12:50.209000+00:00,valid,20261803
20262023_Mazz_Sample_drog_000189_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262023_Mazz_Sample_drog_000189_01,drog_000189,Juglans regiasambucus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74631,2026-01-29T15:12:49.765Z,Emmanuel Defossez,Flower,false,true,Juglans regiaSambucus_nigra_L,false,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000189_01.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000189_02.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000189_03.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000189_04.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000189_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:49.765Z,,,,Juglans,Juglandaceae,16718,positive,sample,1,drog_000189_01,2026-01-29T15:12:49.765000+00:00,valid,20262023
20261903_Mazz_Sample_drog_000151_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000151_01,drog_000151,Juglans regiasambucus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74637,2026-01-29T15:12:49.960Z,Emmanuel Defossez,Flower,false,true,Juglans regiaSambucus_nigra_L,false,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000151_01.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000151_02.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000151_03.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000151_04.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000151_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:49.960Z,2,D3,plate 4,Juglans,Juglandaceae,16718,positive,sample,1,drog_000151_01,2026-01-29T15:12:49.960000+00:00,valid,20261903
20261703_Mazz_Sample_drog_000140_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000140_01,drog_000140,Juglans regiasambucus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74643,2026-01-29T15:12:50.140Z,Emmanuel Defossez,Seed,false,true,Juglans regiaSambucus_nigra_L,false,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000140_01.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000140_02.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000140_03.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000140_04.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000140_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:50.140Z,2,G4,plate 2,Juglans,Juglandaceae,16718,positive,sample,1,drog_000140_01,2026-01-29T15:12:50.140000+00:00,valid,20261703
20261903_Mazz_Sample_drog_000071_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000071_01,drog_000071,Juglans regiasambucus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74638,2026-01-29T15:12:49.987Z,Emmanuel Defossez,Flower,false,true,Juglans regiaSambucus_nigra_L,false,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000071_01.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000071_02.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000071_03.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000071_04.jpg,DCIM/droguier_jbn/Sambucus_nigra_L_drog_000071_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:49.987Z,2,F8,plate 4,Juglans,Juglandaceae,16718,positive,sample,1,drog_000071_01,2026-01-29T15:12:49.987000+00:00,valid,20261903
20261703_Mazz_Sample_drog_000035_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000035_01,drog_000035,Valeriana officinalis,sample,053e0368-4ed8-4569-a070-81a22ad13957,74511,2026-01-29T15:12:45.419Z,Emmanuel Defossez,Root,true,false,Valeriana_officinalis_L,false,DCIM/droguier_jbn/Valeriana_officinalis_L_drog_000035_01.jpg,DCIM/droguier_jbn/Valeriana_officinalis_L_drog_000035_02.jpg,DCIM/droguier_jbn/Valeriana_officinalis_L_drog_000035_03.jpg,DCIM/droguier_jbn/Valeriana_officinalis_L_drog_000035_04.jpg,DCIM/droguier_jbn/Valeriana_officinalis_L_drog_000035_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:45.419Z,2,A3,plate 2,Valeriana,Caprifoliaceae,19953,positive,sample,1,drog_000035_01,2026-01-29T15:12:45.419000+00:00,valid,20261703
20261703_Mazz_Sample_drog_000578_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000578_01,drog_000578,Mentha x piperitathymus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74370,2026-01-29T15:12:39.734Z,Emmanuel Defossez,Leaf,false,true,Mentha x piperitaThymus_serpyllum_L,false,DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000578_01.jpg,DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000513_02.jpg,DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000578_03.jpg,DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000578_04.jpg,DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000578_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:39.734Z,2,B2,plate 2,Mentha,Lamiaceae,21819,positive,sample,1,drog_000578_01,2026-01-29T15:12:39.734000+00:00,valid,20261703
20261903_Mazz_Sample_drog_000558_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000558_01,drog_000558,Mentha x piperitathymus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74371,2026-01-29T15:12:39.809Z,Emmanuel Defossez,Leaf,false,true,Mentha x piperitaThymus_serpyllum_L,false,DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000558_01.jpg,DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000513_02.jpg,DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000558_03.jpg,DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000558_04.jpg,DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000558_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:39.809Z,2,A9,plate 4,Mentha,Lamiaceae,21819,positive,sample,1,drog_000558_01,2026-01-29T15:12:39.809000+00:00,valid,20261903
20262023_Mazz_Sample_drog_000513_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262023_Mazz_Sample_drog_000513_01,drog_000513,Mentha x piperitathymus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74369,2026-01-29T15:12:39.689Z,Emmanuel Defossez,Leaf,false,true,Mentha x piperitaThymus_serpyllum_L,false,DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000513_01.jpg,DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000513_02.jpg,DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000513_03.jpg,DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000513_04.jpg,DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000513_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:39.689Z,,,,Mentha,Lamiaceae,21819,positive,sample,1,drog_000513_01,2026-01-29T15:12:39.689000+00:00,valid,20262023
20261603_Mazz_Sample_drog_000463_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000463_01,drog_000463,Mentha x piperitathymus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74374,2026-01-29T15:12:40.001Z,Emmanuel Defossez,Leaf,false,true,Mentha x piperitaThymus_serpyllum_L,false,DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000463_01.jpg,DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000513_02.jpg,DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000463_03.jpg,DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000463_04.jpg,DCIM/droguier_jbn/Thymus_serpyllum_L_drog_000463_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:40.001Z,1,D4,plate 1,Mentha,Lamiaceae,21819,positive,sample,1,drog_000463_01,2026-01-29T15:12:40.001000+00:00,valid,20261603
